episode,reward,steps,exploration_reward,decision_count
774,-257.32487345842384,587,2273,40
775,-246.83548285220115,332,2297,33
776,-337.43752102358104,438,2250,41
777,-336.4815043290044,365,2261,39
778,-152.12766492480117,316,2251,24
779,-424.7163447663447,382,2296,45
780,-415.7484792984792,375,2255,44
781,-246.4163388419454,356,2255,29
782,-259.6631623282417,318,2292,43
783,-392.8450105450105,683,2259,53
784,-212.48062569718067,638,2292,47
785,-205.60444467812886,406,2262,37
786,-119.18007035858408,1289,2251,49
787,-235.92526259229186,692,2262,34
788,-315.0438092463093,555,2255,49
789,-235.89707265279145,836,2257,58
790,-305.5962884231426,318,2253,33
791,-253.27483044733043,320,2295,44
792,-293.7267686261107,234,2266,31
793,-184.12320216333373,308,2250,27
794,-288.45407953329783,358,2253,39
795,-254.0862855262066,647,2250,43
796,-171.72190718075512,645,2251,35
797,-200.2468461581675,708,2255,57
798,-286.5365446325485,274,2255,35
799,-180.07579485873606,483,2270,37
800,-174.33925854874622,430,2251,38
801,-304.3286332948099,344,2257,42
802,-517.8450572545735,288,2254,36
803,-93.21042214213475,1303,2251,41
804,-409.3184523809523,324,2253,57
805,-155.45315781582624,474,2256,28
806,-326.027208743081,549,2250,37
807,-157.92499308045325,553,2271,35
808,-395.1560606060605,213,2274,31
809,-247.64377648495298,190,2253,25
810,-308.808565046065,327,2250,39
811,-370.8265184248156,274,2259,38
812,-271.6312031965283,206,2281,31
813,-338.55219227348385,207,2264,31
814,-261.035478233669,624,2292,31
815,-246.87681428687824,422,2251,42
816,-92.56262082474628,1249,2255,41
817,-111.53922912119538,1019,2253,43
818,-386.6771394455218,323,2256,46
819,-258.702622728149,408,2253,38
820,-248.17557255266232,586,2256,39
821,-274.99693851899724,412,2254,37
822,-473.7380904421664,280,2252,29
823,-177.25828457133295,416,2287,23
824,-299.42151109938584,525,2287,31
825,-100.38989093173977,1102,2257,32
826,-342.3866586062613,320,2265,36
827,-306.0074150995205,421,2280,32
828,-387.6524725274725,322,2250,33
829,-127.17292431707807,744,2250,49
830,-224.27172909568796,618,2296,47
831,-95.87029806793184,912,2253,38
832,-164.01755590040668,515,2254,33
833,-268.698203468612,654,2286,38
834,-221.02594482381727,600,2297,42
835,-247.90247207989142,250,2263,31
836,-340.8728525735035,832,2286,42
837,-513.1678804855276,177,2267,37
838,-343.0156288156288,284,2261,39
839,-248.94855580243507,341,2252,31
840,-227.52520422884876,281,2252,31
841,-370.97210778352076,484,2262,42
842,-238.2665750915751,377,2264,35
843,-453.164425124837,396,2263,43
844,-118.16994544824358,740,2254,40
845,-280.25654884331357,326,2287,44
846,-248.1570369891685,609,2250,44
847,-487.10163170163173,315,2256,40
848,-321.9680625180204,443,2291,50
849,-255.04666315223588,409,2252,39
850,-390.34176721970834,376,2287,36
851,-144.91214381439323,1119,2252,44
852,-292.9883876243697,493,2251,37
853,-153.68762147084644,450,2269,28
854,-471.8704545454545,322,2258,49
855,-326.4834290709291,343,2256,43
856,-278.6018161594967,501,2262,45
857,-278.48197472462175,648,2251,52
858,-294.7918192918193,322,2265,31
859,-228.62991938402158,300,2264,32
860,-363.78400863269286,413,2289,40
861,-145.3410894531248,887,2276,41
862,-253.20248714870561,477,2251,48
863,-256.7891233766234,389,2253,41
864,-214.3879775344481,587,2250,36
865,-229.69667808476586,689,2251,48
866,-327.6630547557017,344,2256,39
867,-327.7970708172223,353,2261,30
868,-362.7088629463104,411,2286,42
869,-340.43966866466866,226,2293,35
870,-383.29768606001085,566,2256,44
871,-320.96179858788554,379,2263,35
872,-237.12932835425093,569,2253,43
873,-421.0417685010374,427,2273,43
874,-79.24876843765229,878,2288,47
875,-350.34717643467644,289,2268,35
876,-282.56959168282697,196,2251,31
877,-227.15143926207756,405,2266,31
878,-271.1691861029086,957,2250,47
879,-365.6752719897428,555,2253,40
880,-427.54910693881277,342,2285,41
881,-89.32707843824625,976,2286,46
882,-334.2158612916392,588,2255,53
883,-182.32585247407516,810,2276,52
884,-387.51039682539687,481,2266,45
885,-153.50151678216494,722,2251,29
886,-266.89176986584107,400,2288,35
887,-321.157371680116,228,2265,31
888,-502.7739774114774,355,2282,40
889,-338.1369696969697,327,2251,33
890,-465.65174449733263,354,2250,44
891,-171.06971756392903,606,2255,50
892,-226.0845167528242,829,2253,46
893,-266.99217171717174,509,2287,44
894,-99.98506029632507,1169,2254,36
895,-337.8091269841269,324,2258,37
896,-382.11645854145854,234,2258,38
897,-347.45539562316566,330,2289,38
898,-232.8300696737342,490,2256,38
899,-389.08005847953217,396,2260,41
900,-392.5355577102636,293,2263,37
901,-290.83793094160745,198,2270,31
902,-423.00535353535355,564,2268,40
903,-306.14761904761906,346,2259,40
904,-240.08080351021528,238,2285,30
905,-485.19955877455874,317,2264,34
906,-245.7581263099645,474,2257,42
907,-282.86987734487735,319,2279,42
908,-304.4857896188779,430,2268,39
909,-156.74142743268297,1143,2250,37
910,-308.5572164677428,404,2255,35
911,-307.18378427128425,202,2289,30
912,-325.01131127775386,461,2265,35
913,-449.99181096681093,278,2295,49
914,-102.2871776730977,842,2254,37
915,-171.84394792274733,512,2251,41
916,-194.0536321548319,416,2291,27
917,-308.6925939649853,660,2266,48
918,-363.7874389499389,517,2273,40
919,-249.34754911411264,263,2281,28
920,-150.31962693822467,714,2250,39
921,-362.40524660049704,311,2252,35
922,-114.15021516228646,571,2252,33
923,-234.14189097366344,385,2252,33
924,-313.93012820512826,239,2255,34
925,-274.10523114836985,464,2261,41
926,-464.2078088578089,293,2269,43
927,-362.3275660613896,658,2287,52
928,-274.80212703962707,302,2250,34
929,-124.26994036747286,579,2252,31
930,-179.06890250308876,368,2251,32
931,-444.75386898962745,349,2258,37
932,-324.613311975381,524,2252,42
933,-243.39045852311352,514,2289,36
934,-97.50316547630291,827,2261,31
935,-274.56586293608353,266,2255,31
936,-215.01411264174422,304,2252,29
937,-321.6039682539683,167,2250,26
938,-278.50956962037594,464,2295,40
939,-184.2292012351366,419,2250,32
940,-296.98269230769233,336,2250,33
941,-239.66229910208088,604,2263,40
942,-326.66967531048095,418,2257,42
943,-287.7715377312746,429,2293,48
944,-264.0236688786689,322,2252,32
945,-241.14004701181176,385,2263,39
946,-275.4809587471352,293,2252,39
947,-178.53172504883028,428,2273,23
948,-370.3823781291173,420,2257,43
949,-224.4547404091488,472,2274,49
950,-432.3943965770538,382,2255,39
951,-228.86579356316201,405,2281,44
952,-334.36258169934644,212,2253,29
953,-468.3673479298479,274,2277,40
954,-428.43011294261294,270,2252,45
955,-197.40519547579416,696,2253,47
956,-313.24644766997716,247,2253,36
957,-177.21178704974412,861,2250,46
958,-85.141655380452,1069,2285,48
959,-315.2778184234067,327,2254,36
960,-429.69370490620486,227,2253,37
961,-264.62460580355315,170,2263,24
962,-186.09799147575853,456,2251,38
963,-264.3470441657816,782,2252,33
964,-235.35734358234362,299,2283,33
965,-395.7795262708306,243,2263,38
966,-392.2108946608946,244,2267,44
967,-174.2504019891382,534,2257,39
968,-264.07909020435824,544,2256,43
969,-167.58077216746406,507,2256,34
970,-159.09108098961025,1522,2260,43
971,-187.89046292907855,342,2268,34
972,-308.68002683590913,440,2251,28
973,-219.2493850272294,636,2251,37
974,-307.21869396385466,1268,2250,51
975,-557.0260577915377,208,2262,47
976,-288.6788985382336,503,2269,42
977,-408.2582917082917,394,2273,38
978,-122.28866106329099,826,2271,52
979,-263.80643338143335,252,2253,33
980,-125.54577772572583,1095,2250,41
981,-93.01301994763702,1141,2256,44
982,-107.33889601136812,1364,2252,58
983,-422.68506899776924,853,2284,47
984,-112.038707421653,1771,2253,55
985,-139.74598397858608,915,2251,57
986,-176.7101589327512,699,2292,41
987,-130.40854753101647,1548,2250,45
988,-457.69951622451623,205,2263,30
989,-344.34184648627365,285,2253,29
990,-324.99264444705614,319,2262,30
991,-327.7400851169813,418,2253,34
992,-281.8673063048063,224,2264,28
993,-274.4539167982667,451,2253,30
994,-263.6584105697277,443,2287,39
995,-503.94566512299076,362,2251,36
996,-315.94223750106096,396,2294,44
997,-266.39811726031405,517,2259,50
998,-192.1064983203354,511,2253,46
999,-298.7527776660903,393,2289,43
