episode,reward,steps,exploration_reward,decision_count
207,-986.5913919413919,322,2254,118
208,-946.2833333333332,387,2264,133
209,-1026.418253968254,258,2251,110
210,-1018.6192132505174,424,2252,148
211,-875.8497212931995,381,2251,132
212,-740.7135252199909,411,2251,118
213,-1219.8529186746173,443,2256,147
214,-1071.717150091288,248,2253,90
215,-1123.051329109256,322,2254,108
216,-1098.8796118447378,345,2256,115
217,-1257.572222222222,231,2257,92
218,-826.9624939768559,435,2250,147
219,-1307.9051872858324,399,2263,137
220,-1089.940455048827,349,2252,123
221,-993.4174167854655,428,2252,119
222,-1262.7496574118313,403,2264,141
223,-1235.3974747474742,206,2255,95
224,-1118.5401806526806,403,2250,135
225,-948.0178571428571,459,2253,133
226,-1151.5988721804513,385,2273,120
227,-807.1253174603175,398,2256,116
228,-1163.0236644498264,352,2250,131
229,-946.6341503267973,415,2253,134
230,-1012.5401091661962,270,2252,108
231,-1005.249025974026,288,2253,104
232,-1140.5151515151515,361,2260,123
233,-1028.5913103018984,385,2254,135
234,-1127.3242063492064,228,2250,90
235,-1117.2691919191916,199,2252,85
236,-677.4241119131199,370,2293,90
237,-1222.4738095238095,358,2250,119
238,-1023.5984307359308,236,2254,105
239,-1163.3343608876505,402,2251,108
240,-1019.1858585858587,154,2285,59
241,-1500.5880485527541,307,2266,132
242,-1073.6134515890612,391,2253,129
243,-770.2514240020565,432,2260,119
244,-1217.9325969781848,386,2286,138
245,-1033.169047619048,195,2262,79
246,-1062.3153644285997,327,2282,111
247,-1503.5060581317543,365,2268,147
248,-1196.4035714285712,203,2250,93
249,-1254.6523452559436,443,2289,166
250,-1291.1028277278276,417,2262,147
251,-1442.1154761904763,250,2289,132
252,-1005.0551830353555,415,2256,157
253,-1290.5676767676769,274,2258,112
254,-1423.4738095238095,186,2254,85
255,-1036.370323020633,412,2287,150
256,-1089.0666666666668,394,2264,110
257,-1258.8182900432898,351,2254,131
258,-853.3258735175451,396,2290,85
259,-1174.8073593073593,321,2282,144
260,-702.3252035002035,355,2253,115
261,-1275.8419413919414,251,2261,108
262,-1400.6274170274173,221,2250,81
263,-1163.3697138610182,386,2259,130
264,-866.1630080703611,371,2252,147
265,-1088.6166666666668,277,2270,107
266,-1135.7147893772894,176,2250,78
267,-971.5441391941392,252,2256,96
268,-994.5884370015948,240,2250,113
269,-1251.8262466307278,378,2251,145
270,-1386.3357864357865,436,2265,153
271,-1170.1467532467532,215,2265,99
272,-845.7464736652238,394,2251,139
273,-958.2193135522729,390,2259,118
274,-1043.322619047619,429,2281,158
275,-1326.6128094128096,388,2287,137
276,-1192.8238095238094,382,2263,133
277,-1328.976118326118,325,2283,136
278,-1025.3024979913039,426,2266,136
279,-889.414466089466,418,2256,126
280,-834.9719483599056,384,2253,108
281,-1049.9710194277268,347,2292,120
282,-850.3781808877395,272,2253,88
283,-997.3375349241137,402,2253,137
284,-978.6548629531386,318,2256,115
285,-1221.5082251082251,383,2260,146
286,-933.1757936507938,433,2250,132
287,-1211.2251984126988,449,2250,146
288,-1068.4041382557984,426,2253,124
289,-1289.7768278018277,361,2256,145
290,-1482.3493088782564,172,2280,81
291,-789.7235012260035,357,2253,92
292,-935.8089994972349,455,2252,156
293,-1150.6008852258853,385,2256,123
294,-1259.54,214,2271,96
295,-1049.3574609298748,368,2254,106
296,-1029.128941891442,309,2253,101
297,-1104.8325036075034,196,2262,85
298,-1226.178431372549,302,2251,119
299,-891.1108252858254,303,2255,114
300,-1272.2270673770674,382,2254,115
301,-840.496459096459,364,2252,103
302,-1039.2201298701298,340,2278,123
303,-1083.9730769230769,366,2252,109
304,-1349.452777777778,236,2252,105
305,-1002.7768449292646,426,2250,119
306,-1125.571774865525,364,2285,124
307,-1209.837717695774,422,2257,149
308,-1144.3200669156552,408,2289,119
309,-898.8817384370014,385,2281,111
310,-1256.831746031746,353,2250,137
311,-1232.8916666666669,232,2256,95
312,-885.5844816947758,417,2251,125
313,-850.3388888888888,418,2276,128
314,-1314.9574986316368,393,2265,165
315,-1107.0162698412698,362,2251,142
316,-1420.9431117100924,454,2250,167
317,-1225.2583333333334,172,2252,70
318,-1441.1478686943901,360,2279,133
319,-993.5662011418532,362,2253,102
320,-744.6182692307692,364,2261,107
321,-1191.6298469074786,233,2254,85
322,-1190.4178155178156,273,2250,116
323,-1068.847225233395,409,2288,120
324,-1144.8074074074073,291,2284,101
325,-935.591720044661,290,2280,116
326,-1157.8961602951038,374,2250,108
327,-871.3951070858967,372,2250,117
328,-820.0721833318928,350,2258,107
329,-1026.3422530426562,461,2274,150
330,-945.6208209918735,244,2259,102
331,-1032.5166125541123,215,2294,104
332,-1028.317824967825,373,2295,112
333,-953.743253968254,350,2251,118
334,-1323.1042735042736,259,2251,130
335,-1017.9010274039686,307,2251,110
336,-1062.9529942279944,396,2250,127
337,-1170.4879072681701,357,2290,120
338,-860.7807124035386,247,2250,90
339,-1324.3384920634921,225,2265,129
340,-886.5642184180655,427,2291,110
341,-1386.8965686274512,303,2250,122
342,-1290.3721611721612,298,2251,113
343,-777.4445256132757,322,2254,98
344,-906.1180532212885,403,2262,118
345,-672.9704507829231,392,2259,145
346,-1186.2660407980397,451,2295,144
347,-1094.9404884331357,368,2257,136
348,-860.0430952380952,419,2251,143
349,-1300.975432900433,181,2288,80
350,-1106.6596563901214,375,2253,118
351,-1011.2873515373515,379,2252,118
352,-883.2596153846155,335,2261,113
353,-1034.2302350427349,313,2252,115
354,-1172.2666666666664,228,2254,87
355,-1255.447478991597,350,2264,137
356,-1105.9111678618724,401,2292,119
357,-1232.1561145510834,353,2251,134
358,-949.1848290598291,391,2288,127
359,-1444.527056277056,175,2250,90
360,-1186.2036154205273,281,2257,100
361,-907.2739437463122,221,2253,70
362,-899.7316993464052,358,2260,135
363,-990.2841691735761,420,2278,139
364,-1299.0884920634921,185,2253,79
365,-1044.5927865612646,366,2274,126
366,-873.687380952381,414,2250,121
367,-1163.3632991382992,436,2251,130
368,-1359.9871804665918,376,2253,129
369,-1196.3102813852815,234,2282,103
370,-1131.1376373626372,403,2268,125
371,-1238.7904761904763,278,2253,122
372,-1376.6498626373627,228,2256,87
373,-1071.212393162393,316,2283,132
374,-882.7251953412944,391,2251,131
375,-1133.0491883116883,359,2251,116
376,-1147.0205643390425,303,2251,124
377,-1008.1264382960035,344,2252,125
378,-1164.1778695179264,421,2257,162
379,-988.1943722943723,244,2256,95
380,-917.2380056323603,406,2266,122
381,-1100.9673076923077,258,2278,103
382,-915.1388444888445,393,2250,124
383,-1140.6473762671437,220,2292,84
384,-1199.0285714285712,184,2251,85
385,-1463.5299145299148,186,2291,77
386,-1020.9311771192182,415,2255,116
387,-1460.6722816399283,395,2290,142
388,-1192.872310057093,223,2289,88
389,-1069.2135097662974,431,2251,150
390,-1160.226587301587,334,2258,129
391,-1004.4972943722943,213,2250,88
392,-1155.7078419664626,306,2251,127
393,-897.4658119658119,375,2284,122
394,-995.881830914184,381,2270,104
395,-1185.1966873706003,243,2280,104
396,-1178.313273001508,370,2263,127
397,-1119.2634615384616,220,2270,96
398,-1102.4255411255413,260,2282,105
399,-1066.2785714285712,283,2256,117
400,-1102.057857142857,223,2259,90
401,-1267.4363586604966,413,2287,146
402,-1181.112965955613,402,2292,150
403,-1005.7577098176153,432,2254,143
404,-1068.136806722689,280,2288,102
405,-1217.2030085110964,417,2282,162
406,-1035.2234813840405,350,2255,129
407,-1043.6812151737154,377,2251,109
408,-1163.021468735942,400,2252,159
409,-1001.4398809523811,327,2265,133
410,-1119.1277056277056,334,2251,111
411,-1035.204095904096,299,2268,114
412,-1160.844409937888,182,2250,67
413,-1321.6037301587303,320,2262,122
414,-1136.235303562788,387,2250,122
415,-1203.8270923520924,256,2291,103
416,-707.2337658325611,467,2252,96
417,-1328.3916666666667,240,2286,110
418,-935.0100216450217,401,2267,124
419,-1408.6849261849263,202,2260,96
420,-1277.2305026067122,372,2254,147
421,-978.0304195804196,210,2250,88
422,-1100.0239316239317,259,2292,86
423,-795.6834261628783,422,2255,119
424,-1352.095238095238,353,2293,131
425,-1293.0317099567098,295,2255,112
426,-787.9600815850815,198,2260,59
427,-1288.85051111679,429,2270,159
428,-982.9728418640184,336,2273,116
429,-1252.216017316017,247,2250,89
430,-1122.6828643578644,205,2251,87
431,-1007.1270948349894,254,2252,95
432,-527.9837729620145,401,2251,110
433,-1076.7467531007005,441,2257,122
434,-1089.0499417249418,396,2277,138
435,-962.9476190476188,344,2250,142
436,-1265.097619047619,223,2286,104
437,-1398.8096797938904,335,2255,143
438,-1341.3666508778576,347,2277,116
439,-951.9384615384613,277,2285,121
440,-1068.881118881119,406,2275,136
441,-1164.4076988371105,381,2255,140
442,-926.3727688369613,463,2250,119
443,-1275.0910256410255,181,2253,83
444,-1259.2464912280698,294,2255,107
445,-1292.6980698454338,337,2251,110
446,-1248.6140692640693,189,2256,85
447,-1288.4632898105476,394,2251,109
448,-1314.4696750058451,442,2284,157
449,-1133.5082112332111,384,2285,133
450,-1034.5364468864468,176,2272,73
451,-1028.7905982905982,337,2258,106
452,-718.9619047619049,234,2290,75
453,-1273.149200799201,266,2287,113
454,-1023.225541125541,292,2257,107
455,-819.5191548691549,312,2253,102
456,-1198.9602434602434,201,2250,79
457,-1002.673565323565,390,2253,140
458,-1149.5884343434345,241,2260,94
459,-867.6860880110881,315,2259,106
460,-646.051154866692,367,2259,107
461,-942.5130952380953,254,2272,103
462,-1412.2594055169636,221,2255,94
463,-1443.9478858784894,308,2250,100
464,-977.7335249042147,385,2251,117
465,-1058.3976984126987,383,2252,118
466,-774.5528397366971,441,2252,124
467,-1266.8291119956757,180,2263,78
468,-1117.8166666666666,188,2251,74
469,-957.7092093441149,365,2258,130
470,-1170.9823465749937,376,2250,148
471,-1138.3278499278504,291,2251,112
472,-1174.5886591478702,189,2277,82
473,-1025.3218253968253,268,2256,112
474,-1203.0743767726526,431,2253,125
475,-1472.450505050505,175,2250,91
476,-1089.1479972135144,297,2257,109
477,-982.1650793650791,189,2254,88
478,-968.8590574108431,374,2250,127
479,-1065.4963686677306,428,2252,124
480,-983.0078643578646,219,2253,92
481,-1145.0208333333333,300,2253,137
482,-1092.355188343994,317,2262,110
483,-1244.7263556704734,393,2295,123
484,-1172.4474206349207,194,2269,86
485,-859.4543997668998,414,2253,115
486,-993.2322871572873,439,2296,151
487,-996.4861319966584,414,2250,140
488,-1033.0515873015875,313,2285,125
489,-977.8450757575758,321,2286,111
490,-1321.2317181610663,304,2253,106
491,-1095.0653388278388,311,2261,110
492,-1100.1849314084607,381,2285,140
493,-1303.4545787545785,176,2252,78
494,-1140.0600649350647,370,2260,108
495,-1327.8346153846157,181,2252,83
496,-1354.9874847374845,278,2251,116
497,-1272.4285714285713,368,2288,138
498,-1079.7696969696967,245,2292,84
499,-751.3300865800868,225,2257,79
500,-955.2788784428966,318,2254,129
501,-1456.711045943304,319,2258,130
502,-1038.0888474810213,382,2257,137
503,-1287.3456060606059,357,2288,139
504,-1089.012320944638,346,2256,109
505,-1208.9449897586687,371,2251,109
506,-910.5419191919191,342,2253,123
507,-1079.206111111111,352,2253,134
508,-1210.096835571836,322,2257,116
509,-1328.7805555555553,178,2281,91
510,-855.2116383616384,333,2283,144
511,-822.9706982042347,405,2254,106
512,-1064.86347130333,360,2287,128
513,-1319.0431623931624,234,2260,83
514,-1075.4166666666665,247,2278,120
515,-1113.3360726230292,364,2251,141
516,-1095.209669027316,376,2258,142
517,-1115.8256105006108,184,2293,82
518,-1091.0841991341993,204,2252,87
519,-858.4953586150182,437,2291,139
520,-1079.89131080105,313,2292,103
521,-1294.915476190476,233,2266,82
522,-1000.068940781441,357,2274,130
523,-1218.7948148256974,297,2250,121
524,-1315.5024261615056,415,2257,135
525,-1108.431834831835,379,2255,100
526,-784.804226570531,293,2255,117
527,-1057.9128246753248,387,2268,145
528,-1156.8063906207644,357,2289,113
529,-1203.012345987346,385,2287,138
530,-1129.8001605882043,372,2252,131
531,-1297.0819624819624,313,2250,120
532,-1342.1256613756616,287,2295,128
533,-1038.5180402930403,353,2280,135
534,-844.1828449907397,374,2283,121
535,-1101.768180254558,344,2250,119
536,-1402.5870573870575,354,2259,117
537,-738.9613469863468,296,2273,92
538,-1314.4909134034845,331,2256,120
539,-1178.8080086580087,247,2288,85
540,-1000.7795004101507,325,2258,126
541,-878.0420995670994,208,2253,81
542,-1058.2293789543792,268,2259,95
543,-1205.463186813187,246,2291,92
544,-948.7300321988504,372,2255,109
545,-1291.9107142857142,306,2295,110
546,-939.8858784893267,365,2250,125
547,-1208.5992624008852,378,2252,132
548,-1120.4573232323232,258,2261,110
549,-1069.6537061794415,375,2251,141
550,-1022.4048992673994,422,2258,146
551,-1270.302777777778,244,2286,90
552,-923.8824786324785,358,2253,134
553,-1005.0709064327485,282,2251,119
554,-1095.7484030940054,425,2291,135
555,-1239.639357864358,342,2254,117
556,-879.5870004995007,428,2254,123
557,-991.0399350649351,285,2270,107
558,-1276.7196581196579,222,2287,110
559,-764.8692720530837,418,2253,106
560,-1050.3891025641028,248,2257,115
561,-1026.4718836718837,279,2253,115
562,-1103.5775793650794,334,2263,117
563,-1039.2435536935172,447,2296,94
564,-1210.678409090909,234,2288,95
565,-1099.4817927170866,303,2253,116
566,-1026.7246740514388,363,2291,118
567,-1053.6057936507937,399,2285,124
568,-1339.848873185638,411,2252,139
569,-1074.902801012547,450,2251,139
570,-1111.2721015826282,300,2270,107
571,-1213.374786324786,165,2253,77
572,-930.8350398393876,307,2253,113
573,-1104.978174603175,329,2287,125
574,-880.2984126984127,358,2260,122
575,-1123.5448426874123,286,2271,102
576,-1100.0320054945055,242,2267,99
577,-1377.5631007881007,391,2259,116
578,-1293.5353896103895,320,2251,118
579,-808.1722222222221,304,2258,100
580,-932.5645487682251,428,2251,115
581,-1401.2352130325808,348,2253,122
582,-1181.9246407121404,328,2267,119
583,-1302.2064935064936,341,2296,121
584,-1358.5905483405484,274,2278,121
585,-1184.9892316017315,280,2289,121
586,-1048.0578382999117,407,2254,127
587,-1012.7516218081432,368,2251,115
588,-1229.7064935064936,187,2250,87
589,-863.9287698412697,287,2257,95
590,-1018.5190559440557,206,2278,75
591,-1047.9861579003127,410,2251,134
592,-1085.0555555555552,191,2251,82
593,-1005.5938147507808,407,2252,118
594,-1388.2181992337169,217,2272,87
595,-924.2336834733895,357,2261,123
596,-679.0276972053289,386,2288,116
597,-803.5872426184926,412,2256,114
598,-1230.342262329174,396,2254,144
599,-868.4142857142858,258,2254,107
600,-1329.0791666666667,194,2280,77
601,-1232.659090909091,333,2260,125
602,-993.3976551226551,313,2285,116
603,-1253.8749084249087,153,2250,78
604,-973.6198953823955,295,2254,96
605,-954.5778785541945,444,2291,136
606,-846.037026862027,396,2250,97
607,-884.74325518253,372,2256,101
608,-1095.3213712757831,392,2251,138
609,-1163.6819624819623,250,2253,112
610,-1310.8439393939398,344,2286,148
611,-1127.1982726423903,239,2278,101
612,-1433.786111111111,318,2253,134
613,-1054.0761752136755,288,2250,116
614,-891.5922473867596,331,2264,117
615,-1240.3451348171454,427,2290,140
616,-1090.787639553429,404,2251,148
617,-983.9206735917754,303,2270,115
618,-1253.402207792208,366,2276,126
619,-1226.3166666666666,350,2252,150
620,-995.3522142958761,457,2254,134
621,-1332.4829365079368,171,2251,77
622,-777.9656059566224,412,2292,112
623,-1218.7956762192055,255,2270,107
624,-957.6593984962406,346,2255,115
625,-1056.7671717171715,318,2250,112
626,-962.6662094547964,423,2259,127
627,-1090.8261243851607,379,2256,127
628,-1278.9885975135978,406,2292,152
629,-1003.5850335148723,346,2253,127
630,-882.4541666666667,223,2252,83
631,-898.1165315077079,337,2250,116
632,-1025.870670995671,244,2287,88
633,-1141.4123376623377,253,2257,111
634,-1108.3042735042734,385,2262,124
635,-1047.4370811983717,440,2255,133
636,-1203.98667998668,369,2254,124
637,-791.3485583888728,320,2251,114
638,-893.2675505050504,281,2250,100
639,-778.1368041794271,426,2252,135
640,-1206.3,185,2252,90
641,-1086.9404761904761,240,2259,105
642,-740.8337662337663,346,2252,122
643,-1437.0954229484516,199,2251,79
644,-1215.9187423687426,373,2276,121
645,-954.3944660894662,423,2281,124
646,-1203.7896825396829,251,2257,106
647,-1059.1286583775322,435,2288,131
648,-908.8346150226585,376,2267,115
649,-978.1522033522035,261,2269,105
650,-932.6678571428572,231,2251,106
651,-1130.995287018917,388,2252,130
652,-1289.3351370851374,404,2250,141
653,-865.4590520590518,331,2252,114
654,-800.6535714285714,323,2293,103
655,-1154.9699314574318,206,2252,89
656,-1065.1655844155841,296,2250,98
657,-1087.6518648018648,415,2262,126
658,-612.1287498917591,482,2250,122
659,-650.7581020286902,400,2268,151
660,-1028.6918820735561,392,2297,109
661,-866.3377861489423,314,2258,107
662,-963.2294871794873,256,2254,98
663,-1079.0831274934214,382,2278,119
664,-1343.9902445507705,256,2255,118
665,-1169.8394609014172,323,2263,131
666,-1234.2531746031743,147,2250,74
667,-1490.5608141858143,279,2268,119
668,-1441.4490164805954,256,2294,123
669,-1023.0041244703009,329,2250,125
670,-1489.6770647653002,187,2261,81
671,-1096.1523197761546,409,2251,122
672,-1072.3437641723358,346,2250,138
673,-1064.2324786324787,329,2261,118
674,-796.2565903540902,419,2256,121
675,-1162.1918345543347,210,2253,81
676,-962.3536900599399,396,2286,112
677,-973.1963773069036,404,2250,110
678,-963.918482905983,451,2292,167
679,-1320.3437656641602,226,2252,100
680,-1004.7561624649861,356,2270,118
681,-1483.247619047619,399,2256,166
682,-1161.9402777777777,402,2251,137
683,-892.0637344957909,381,2252,92
684,-968.7201467666807,395,2265,124
685,-1128.6986770582362,417,2296,128
686,-947.4761904761904,256,2286,104
687,-1035.7160694326278,375,2251,119
688,-1120.376458038806,385,2250,87
689,-965.7536860198624,398,2252,124
690,-1008.1234187109185,265,2250,98
691,-1062.731216006216,169,2263,65
692,-789.2359126984127,295,2256,94
693,-1392.3191919191918,264,2291,110
694,-1093.7543867243867,402,2283,151
695,-1336.3436507936508,251,2255,101
696,-876.6521825396825,348,2251,117
697,-851.711111111111,319,2281,101
698,-1206.9287878787877,381,2254,146
699,-999.0651098901102,321,2283,124
700,-987.4224146749502,407,2257,121
701,-914.6242937617938,380,2250,139
702,-944.6741745182923,329,2253,124
703,-669.5966666666665,327,2259,113
704,-1127.516919191919,163,2253,76
705,-1144.621852868912,417,2272,142
706,-786.3595324361629,300,2252,97
707,-1134.2979020979024,371,2271,138
708,-1026.6741255215848,324,2259,93
709,-809.4726995226995,369,2259,125
710,-1042.5432194616976,330,2255,122
711,-966.1137920815553,319,2251,120
712,-999.8693313748399,436,2254,128
713,-1211.9258145363406,404,2287,127
714,-957.067081698789,424,2258,136
715,-957.7819733044731,353,2287,133
716,-1015.4852453102453,384,2255,138
717,-915.0608666025335,422,2287,134
718,-820.9970230419699,413,2253,114
719,-1262.5460784313725,167,2270,73
720,-1109.0185878449035,316,2250,115
721,-1289.0346825396828,175,2252,79
722,-1365.5360752843646,420,2250,132
723,-1178.2860986458827,348,2255,113
724,-1529.4940476190475,136,2250,71
725,-1189.3863791228935,335,2282,122
726,-1410.5827006327006,432,2251,145
727,-1052.453144156213,344,2251,112
728,-942.1313492063491,377,2269,117
729,-1045.4119042994043,424,2252,140
730,-1134.8113211951447,222,2250,82
731,-942.5983200425306,340,2250,125
732,-1093.4696401637582,425,2258,168
733,-1069.2878193701724,485,2256,173
734,-1023.6639822595706,336,2278,115
735,-1002.2446248196248,212,2277,93
736,-810.8248917748919,317,2276,120
737,-959.6251526251527,367,2257,104
738,-1334.419047619048,271,2257,125
739,-1013.6148388648389,458,2251,165
740,-921.4416666666665,167,2257,75
741,-1161.11406641604,384,2257,120
742,-978.8472222222222,174,2250,74
743,-1233.5443693693696,195,2261,86
744,-1420.7916666666667,155,2250,79
745,-994.0860209235209,366,2250,105
746,-1300.5064643394428,355,2250,126
747,-944.4209274959275,380,2250,133
748,-895.5679403929403,453,2250,135
749,-1176.9065203114742,233,2289,92
750,-1188.8912350546282,399,2260,116
751,-1315.4829365079363,230,2258,85
752,-815.0451431894486,393,2252,122
753,-1355.9412087912087,366,2284,126
