episode,reward,steps,exploration_reward,decision_count
778,-593.4477633477633,274,2250,67
779,-610.1400432900433,255,2257,66
780,-805.2334510260981,299,2252,73
781,-759.1388888888889,322,2250,77
782,-649.095634920635,201,2253,55
783,-635.1797619047617,202,2253,53
784,-573.7404761904761,221,2264,53
785,-767.5799062049061,196,2261,49
786,-921.2503968253968,320,2291,85
787,-677.575928019349,210,2251,48
788,-671.8058302808302,238,2259,67
789,-676.2654595404595,214,2255,57
790,-563.2848124098124,296,2281,58
791,-672.2775707384403,205,2257,48
792,-621.9130952380954,211,2284,55
793,-724.542171717172,304,2251,79
794,-761.8588342943606,353,2286,68
795,-703.1793875714928,351,2250,75
796,-542.8669719169719,311,2297,71
797,-631.1883116883116,169,2250,45
798,-494.5140938799762,272,2252,45
799,-508.7952880452881,314,2254,68
800,-816.3726013752329,210,2274,60
801,-573.9314768564767,333,2293,71
802,-670.7503339797457,203,2257,51
803,-673.6782509157509,194,2265,46
804,-480.6111305361304,254,2270,52
805,-676.1405547067312,205,2263,45
806,-605.6074259074259,155,2260,44
807,-704.9756632256631,213,2250,56
808,-496.8592625511744,290,2252,70
809,-696.1212662337663,265,2269,57
810,-837.3808356676004,173,2265,48
811,-550.743253968254,265,2257,55
812,-642.9933811802233,246,2269,63
813,-715.6069444444445,283,2283,68
814,-708.2648989898989,230,2256,61
815,-730.1849206349209,262,2253,61
816,-611.6983734402851,221,2251,52
817,-834.1764022124277,177,2288,48
818,-763.7935397935397,162,2258,48
819,-901.6137057387054,200,2277,49
820,-800.8653124653125,282,2259,76
821,-815.329761904762,331,2252,71
822,-725.226111111111,272,2263,64
823,-727.0421578421578,264,2289,74
824,-622.5820707070707,201,2252,44
825,-704.4478354978354,274,2251,58
826,-640.6060370788633,212,2291,52
827,-881.4238153594771,345,2267,77
828,-731.8675536881422,424,2255,94
829,-608.6517316017314,265,2251,57
830,-555.7750000000001,205,2250,52
831,-550.2499694749695,277,2270,62
832,-737.9530203385701,237,2256,55
833,-558.2031746031746,218,2258,53
834,-721.635347985348,237,2270,64
835,-580.7967356717357,389,2266,82
836,-653.7364209320091,256,2280,54
837,-759.3391774891776,315,2264,69
838,-815.2540743570155,337,2280,71
839,-471.15140692640693,183,2253,47
840,-790.120263070263,176,2250,52
841,-675.2289115646257,248,2251,49
842,-679.7722222222221,218,2253,66
843,-725.3833583083584,241,2286,53
844,-759.8999999999999,197,2279,59
845,-704.3876623376624,223,2260,54
846,-744.3769471756316,335,2257,72
847,-559.1600288600288,293,2258,67
848,-669.5857401370557,206,2254,51
849,-675.8741856802202,279,2260,62
850,-931.305753968254,174,2265,48
851,-1207.9940476190475,208,2267,63
852,-776.574549062049,257,2269,57
853,-545.5054112554113,147,2297,38
854,-508.98053306342774,225,2254,49
855,-711.1228632478633,144,2251,39
856,-798.6247835497835,252,2258,56
857,-638.9106199356199,320,2291,62
858,-937.8235042735043,230,2259,59
859,-677.7700396825397,333,2261,53
860,-855.3637445887445,231,2288,53
861,-747.2340981482284,244,2250,55
862,-596.220154845155,410,2250,72
863,-508.94437857464163,219,2254,53
864,-576.2734113109115,342,2250,75
865,-701.8742063492064,220,2257,67
866,-721.0531746031747,189,2253,47
867,-663.4060717060719,240,2255,54
868,-552.6045399045399,215,2266,53
869,-635.6062910945263,262,2250,57
870,-719.3308621933621,194,2261,53
871,-722.0012445887445,266,2275,51
872,-775.0753413253412,289,2255,68
873,-774.8853479853481,296,2272,73
874,-473.49245199245206,288,2259,55
875,-855.4790764790764,298,2292,88
876,-655.3779942279943,215,2261,56
877,-861.4567765567765,220,2260,59
878,-705.8211572244181,425,2291,71
879,-544.6738778765094,299,2251,68
880,-865.9223498723499,348,2250,81
881,-690.1219946719946,246,2254,53
882,-633.9722222222223,246,2255,53
883,-737.0714285714284,276,2251,65
884,-701.8242938434116,226,2265,65
885,-820.7453505644683,293,2255,68
886,-764.1427170868348,343,2252,76
887,-997.7980769230768,233,2296,76
888,-841.4330447330449,266,2257,71
889,-764.2767460317459,284,2259,64
890,-582.4031371406371,291,2257,55
891,-688.9507936507936,212,2265,63
892,-890.767545199898,214,2283,57
893,-859.082055852644,335,2257,65
894,-774.9463521772346,226,2250,63
895,-585.8410256410255,272,2257,54
896,-477.89852941176457,239,2272,50
897,-423.93469569646044,219,2270,50
898,-799.7318903318904,262,2292,68
899,-606.9738562091503,190,2252,46
900,-768.4728835978835,243,2267,60
901,-468.1747961189137,226,2286,56
902,-612.305808080808,283,2250,64
903,-933.5161104128848,222,2250,56
904,-661.4857142857144,354,2297,66
905,-494.33169511044514,388,2252,81
906,-753.1535714285715,193,2252,50
907,-572.1228469930481,232,2292,53
908,-637.2476190476191,198,2255,58
909,-749.0911227661227,275,2257,73
910,-576.7305916305918,301,2259,66
911,-825.530128205128,215,2263,41
912,-961.9231601731602,174,2294,55
913,-832.0186818928197,264,2251,59
914,-839.2489805516121,241,2272,58
915,-697.5626262626264,157,2250,46
916,-620.7846320346321,298,2254,82
917,-592.9499569058394,161,2290,43
918,-750.6190170940172,158,2257,45
919,-682.2648656898658,314,2288,69
920,-738.9595959595958,242,2253,67
921,-769.09719463543,261,2280,51
922,-842.121572871573,149,2286,36
923,-709.5333333333333,202,2257,59
924,-650.92611000111,233,2291,66
925,-666.7037296037297,219,2254,64
926,-653.8992632367632,261,2252,51
927,-693.7450752950753,210,2250,54
928,-671.2432234432234,207,2257,61
929,-731.6572218631044,232,2262,47
930,-504.68694148988266,210,2250,45
931,-752.0965867465868,346,2265,81
932,-673.995467658703,390,2254,78
933,-889.1214285714286,212,2285,65
934,-761.7025277228067,258,2289,57
935,-1089.3414291670385,302,2291,65
936,-634.048534798535,190,2268,53
937,-564.3794191919192,288,2260,65
938,-739.661111111111,147,2286,49
939,-559.316377495054,275,2290,57
940,-736.3588744588745,155,2262,50
941,-778.9693280202354,305,2264,67
942,-697.2453463203465,221,2255,65
943,-820.4804154995329,174,2254,51
944,-875.1520978204802,396,2288,81
945,-671.0434131042105,316,2274,64
946,-808.4783208020052,431,2292,76
947,-757.0325144154093,257,2292,56
948,-706.4743145743145,265,2290,60
949,-555.9613053613053,259,2252,53
950,-729.5848290598291,171,2251,47
951,-631.8840575133679,218,2277,54
952,-713.2658890816784,226,2258,52
953,-630.555172858617,289,2251,58
954,-843.3425595238093,246,2275,55
955,-490.49734252675415,332,2250,69
956,-534.9590852130326,240,2253,58
957,-803.8008021390376,167,2250,51
958,-570.7340811965812,291,2272,53
959,-708.8543722943723,284,2291,60
960,-621.463431013431,208,2284,49
961,-715.4466908908084,360,2255,77
962,-727.6592845750741,203,2250,62
963,-517.6363709040276,336,2284,65
964,-534.451714951715,330,2264,71
965,-756.1170995670997,206,2256,49
966,-417.36738286223584,221,2252,48
967,-661.1590938129634,310,2252,64
968,-720.9529761904762,245,2290,59
969,-832.6544677544678,240,2251,67
970,-911.4855862775217,232,2294,51
971,-713.6781297134238,244,2258,61
972,-568.51235986236,243,2258,62
973,-985.5000333000331,317,2261,78
974,-905.7158730158731,250,2290,59
975,-472.78196248196247,216,2257,54
976,-563.7202380952381,290,2255,65
977,-621.313961038961,232,2252,53
978,-894.4488095238094,243,2289,64
979,-728.3285714285713,275,2254,72
980,-672.4815096668035,280,2293,62
981,-594.0575187969923,335,2286,71
982,-744.6188322298616,261,2252,72
983,-627.9509026920794,250,2258,64
984,-785.2989010989011,276,2254,70
985,-698.7644841269843,267,2252,66
986,-717.0592219184325,215,2254,65
987,-627.0948412698413,362,2251,62
988,-705.8846375846376,255,2264,61
989,-784.3972222222225,223,2264,49
990,-655.5190476190476,163,2260,58
991,-539.0544871794872,245,2255,63
992,-477.0255952380952,256,2259,52
993,-751.9194346823602,276,2288,61
994,-626.4225661593307,296,2251,60
995,-645.2520146520146,311,2269,74
996,-679.2667773892775,399,2259,79
997,-796.8611416361416,285,2251,61
998,-579.8159895659895,182,2261,44
999,-651.2947163947164,284,2265,68
