episode,reward,steps,exploration_reward,decision_count
178,-750.9600734233087,382,2287,71
179,-561.6202380952379,259,2266,66
180,-704.9583333333331,176,2250,40
181,-750.7242368742368,288,2260,67
182,-640.3834443334442,286,2251,60
183,-611.6249472749472,277,2252,59
184,-811.9538872047491,290,2250,66
185,-676.4502126528441,216,2269,52
186,-622.911842105263,260,2250,63
187,-843.2688492063492,187,2252,47
188,-895.6661172161173,129,2263,45
189,-740.5792124542124,274,2259,77
190,-693.6507936507936,216,2283,55
191,-640.7630411255411,188,2254,50
192,-894.3372896711131,277,2281,62
193,-654.7470598845598,213,2285,47
194,-633.7210275835279,291,2257,63
195,-874.463888888889,200,2278,59
196,-554.8676109837876,231,2251,46
197,-725.434199134199,260,2283,70
198,-634.8213492063492,220,2251,54
199,-583.1743839493839,285,2293,63
200,-966.8376984126984,272,2250,66
201,-604.9160561660561,237,2257,62
202,-658.8473879190985,298,2294,61
203,-449.2535143288085,300,2256,68
204,-652.3568037518037,181,2263,44
205,-765.0835164835163,357,2262,72
206,-662.4847763347763,230,2287,68
207,-737.7483781918564,257,2282,65
208,-851.4043650793651,137,2274,45
209,-685.6837852206272,214,2259,49
210,-672.5554195804195,317,2253,70
211,-571.6275682650682,265,2257,60
212,-696.5539072039071,168,2259,42
213,-707.4484408387864,271,2255,60
214,-634.5131886087769,346,2285,76
215,-633.0306926590669,260,2292,62
216,-606.0905677655676,355,2291,81
217,-701.0267676767677,359,2278,72
218,-766.8952380952383,204,2293,55
219,-823.9337301587302,282,2252,72
220,-601.6635531135531,243,2251,62
221,-648.2820526695526,213,2254,55
222,-720.1991154356481,254,2258,68
223,-666.5619769119769,233,2291,62
224,-836.7537851037852,205,2250,53
225,-698.4140296393157,266,2253,45
226,-497.31496003996006,315,2253,72
227,-624.207857501975,249,2259,56
228,-645.2140692640693,238,2288,55
229,-737.2276610644259,260,2259,61
230,-781.941341991342,167,2251,49
231,-837.7140968508616,233,2260,58
232,-736.3530196927255,288,2255,64
233,-643.1284743034743,354,2281,81
234,-777.8779220779221,230,2254,64
235,-700.2329337329338,208,2252,53
236,-831.0579365079366,227,2259,59
237,-827.661111111111,210,2257,57
238,-610.7612914862913,275,2257,58
239,-480.55919913419905,269,2257,57
240,-839.5560846560845,210,2252,54
241,-588.1924464424463,261,2250,74
242,-1021.7235042735044,196,2257,60
243,-524.8368506493507,189,2250,39
244,-716.7385281385281,232,2284,57
245,-731.9118210221151,264,2267,57
246,-666.490912518854,233,2284,59
247,-900.4394957983195,205,2280,51
248,-579.5832833832834,233,2297,56
249,-577.8659090909091,262,2250,61
250,-843.9814935064934,377,2254,79
251,-813.6296746264487,219,2276,62
252,-913.0161100337571,224,2263,51
253,-702.1906274281275,298,2251,61
254,-676.5580891330891,258,2293,62
255,-583.0275261178934,279,2282,50
256,-563.6113095238095,211,2283,42
257,-747.3753119429591,386,2251,81
258,-581.9910363028785,259,2257,65
259,-700.1608585858587,169,2259,50
260,-730.5579223608636,206,2290,57
261,-665.0592796092798,253,2288,51
262,-613.2750000000001,188,2258,57
263,-658.7583333333333,208,2253,58
264,-838.9111655887971,255,2259,64
265,-781.9503968253966,277,2259,54
266,-884.8449467199466,261,2255,64
267,-778.6945887445888,256,2289,60
268,-623.5414459723285,307,2288,61
269,-635.6589342674869,251,2256,57
270,-630.0899048320102,250,2253,53
271,-641.4072510822512,292,2297,60
272,-754.7175324675327,318,2252,64
273,-746.7016398456617,195,2256,49
274,-637.8727564102566,258,2252,66
275,-607.290873015873,231,2259,56
276,-501.63487558193447,261,2291,58
277,-970.6933621933624,317,2265,68
278,-754.2793872793875,264,2253,66
279,-612.5454961704961,229,2258,54
280,-576.8006313131314,280,2250,60
281,-676.3372358034123,384,2253,75
282,-764.7344877344879,305,2254,67
283,-671.6150793650795,272,2264,63
284,-764.7181741117499,224,2264,57
285,-576.9942640692641,248,2250,59
286,-783.0221861471862,235,2276,52
287,-705.6002997002998,231,2257,59
288,-660.7465990744123,284,2288,54
289,-894.0367880485528,236,2251,62
290,-912.5914063061122,289,2250,74
291,-960.9559634809635,166,2251,55
292,-748.1634615384615,260,2293,66
293,-596.5364635364634,335,2273,72
294,-590.4954184704184,201,2274,51
295,-547.4664377289376,270,2290,60
296,-515.3075757575758,201,2263,40
297,-825.3950618957259,239,2251,65
298,-499.6557124035385,274,2265,43
299,-495.55833333333334,160,2275,41
300,-745.1454822954825,239,2251,56
301,-670.2483549783551,149,2255,35
302,-621.5894319131162,219,2252,53
303,-719.0247294372293,298,2269,60
304,-863.9159590409589,225,2252,59
305,-807.501575630252,222,2268,56
306,-667.8270998609235,260,2288,60
307,-675.1786671661673,211,2264,56
308,-922.4309523809524,176,2285,51
309,-585.7049719887955,306,2262,70
310,-847.0615384615386,174,2253,58
311,-690.0072954822955,193,2250,52
312,-976.1034331260139,373,2260,74
313,-919.3949023199025,189,2278,50
314,-750.6908118451597,205,2252,50
315,-950.1332972582973,329,2262,74
316,-794.1194444444446,183,2254,48
317,-831.338332908921,262,2250,62
318,-663.4579365079362,195,2252,52
319,-868.7148809523812,180,2252,56
320,-859.7211399711398,252,2256,65
321,-668.633189033189,282,2290,55
322,-675.461133964075,274,2296,62
323,-549.9646825396826,288,2250,61
324,-777.7813492063492,313,2263,70
325,-521.0818147538736,211,2260,49
326,-691.4190619525405,218,2258,52
327,-788.9373765123768,226,2253,60
328,-583.8843253968254,268,2251,62
329,-716.9503607503608,237,2252,60
330,-618.8441197691196,348,2293,68
331,-842.3197694462401,263,2250,64
332,-850.0585164835164,240,2259,64
333,-857.8773809523809,235,2254,73
334,-702.3153069153071,211,2251,53
335,-569.4955627705627,315,2297,67
336,-819.2576479076478,277,2252,61
337,-695.4569727891158,384,2261,68
338,-939.0752487278803,360,2257,79
339,-937.5484207313153,182,2250,49
340,-808.148046587056,433,2291,81
341,-641.6230158730159,199,2255,50
342,-498.5578081232493,184,2251,45
343,-745.185531135531,179,2250,56
344,-607.3317247969421,206,2262,44
345,-875.9453601953601,334,2257,77
346,-717.6067460317458,255,2254,64
347,-604.0261904761905,227,2250,58
348,-627.5558302808302,213,2267,58
349,-655.3828877005348,244,2286,62
350,-752.9086913086913,280,2264,64
351,-862.9907913165265,236,2252,65
352,-720.4481962481964,289,2251,54
353,-735.8147186147186,291,2250,89
354,-615.1247252747253,224,2254,50
355,-967.5658935749493,346,2264,71
356,-818.4301633523896,260,2257,56
357,-901.7428571428572,187,2250,43
358,-533.3767316017315,290,2287,62
359,-746.3567251461986,252,2254,60
360,-770.1467855815683,267,2252,74
361,-659.8883801383801,299,2251,58
362,-650.4465728715728,255,2264,64
363,-883.5739316239313,234,2253,66
364,-798.3372075092661,343,2288,64
365,-699.4531385281385,241,2251,63
366,-529.7277438248025,286,2257,55
367,-1000.0312229437228,219,2253,67
368,-724.5829365079366,159,2251,49
369,-641.4021284271284,301,2256,62
370,-613.0925518925518,180,2250,50
371,-750.271221532091,273,2293,61
372,-641.3431677018634,177,2290,43
373,-638.1130591630591,178,2266,49
374,-632.1373515373515,232,2251,65
375,-845.182051282051,192,2251,59
376,-764.054658385093,182,2251,52
377,-714.8424242424243,170,2265,47
378,-697.4781440781443,285,2250,65
379,-684.9569985569987,253,2252,66
380,-607.3838924963926,232,2256,57
381,-635.6804182376762,292,2254,70
382,-858.1599622599624,359,2251,84
383,-906.736109212425,196,2251,58
384,-510.54166666666663,324,2260,65
385,-896.4120601620599,337,2293,75
386,-529.0309523809523,236,2284,60
387,-776.2996031746032,325,2252,75
388,-712.9193343206501,327,2287,75
389,-589.1352566870471,275,2269,64
390,-549.5364536907881,252,2252,62
391,-912.0920551670552,236,2251,61
392,-597.3672502334266,295,2251,60
393,-814.2785829307569,248,2255,65
394,-659.2107753357752,268,2251,54
395,-772.5939588189589,369,2250,70
396,-637.038095238095,259,2289,66
397,-751.2951298701298,253,2261,62
398,-644.7306596997774,261,2268,61
399,-735.5531194295897,308,2252,69
400,-845.1167291042291,245,2250,61
401,-712.186577126577,255,2252,64
402,-656.4603217044391,327,2260,76
403,-772.2054292929294,231,2255,56
404,-724.4006769374414,354,2253,71
405,-826.7793203776899,198,2254,45
406,-901.2890109890109,244,2255,79
407,-480.77762145262153,312,2257,70
408,-822.4948634698637,237,2270,66
409,-633.2053497156439,320,2290,66
410,-884.0295087265675,297,2294,70
411,-566.2075396825396,262,2255,65
412,-709.9566441728203,277,2291,69
413,-617.316761016761,326,2250,79
414,-510.0700757575757,331,2256,69
415,-521.6257936507938,233,2255,51
416,-608.2440476190476,299,2261,64
417,-622.0222222222224,205,2250,45
418,-669.6301587301588,139,2250,46
419,-752.0088845794728,174,2260,42
420,-812.0400099900099,315,2292,80
421,-602.0608946608947,210,2255,54
422,-652.3540043290044,309,2256,63
423,-702.7818314726209,239,2286,49
424,-811.5908730158731,209,2276,57
425,-639.9797591297591,182,2261,55
426,-742.1568579887546,312,2276,72
427,-573.4299783549783,266,2253,60
428,-807.0489316239316,180,2276,46
429,-679.2498223998224,237,2287,62
430,-740.4849816849818,307,2259,60
431,-718.9991078366077,204,2263,58
432,-595.0807852965747,337,2253,70
433,-731.0411172161173,151,2252,48
434,-487.90768443026496,211,2258,43
435,-774.4119227994227,183,2291,50
436,-627.8692871942872,272,2291,60
437,-598.4761904761905,368,2290,74
438,-461.00135975135964,385,2252,71
439,-453.0923452563696,228,2268,48
440,-644.9742558639616,388,2291,65
441,-767.8221306471305,315,2256,73
442,-668.2968475968477,227,2293,51
443,-594.2003496503497,191,2257,49
444,-618.7706205559147,210,2258,55
445,-647.3286435786437,242,2265,57
446,-612.1998223998224,220,2266,47
447,-657.2654595404595,292,2272,63
448,-641.9108168147641,345,2253,68
449,-743.5970689725166,236,2287,56
450,-635.6208874458875,282,2256,56
451,-561.8115620490621,340,2251,63
452,-683.6733058608058,310,2259,69
453,-646.4615384615386,225,2280,61
454,-626.0619047619048,300,2250,64
455,-752.4955128205129,229,2256,73
456,-687.3705128205128,169,2251,53
457,-1066.9639194139197,199,2291,55
458,-709.0474025974023,290,2255,68
459,-778.949531024531,341,2250,82
460,-820.16163003663,164,2279,49
461,-772.3225633843281,283,2256,64
462,-549.1235523248683,231,2292,42
463,-663.1572447160682,191,2251,48
464,-648.960119047619,249,2285,56
465,-731.5790764790763,199,2253,55
466,-941.1387977519555,417,2259,94
467,-881.6063852813852,162,2250,50
468,-726.5632832080202,289,2251,76
469,-767.0011826337912,185,2294,46
470,-811.9938492063492,209,2250,52
471,-859.8776259559156,213,2262,63
472,-989.279969319106,321,2251,86
473,-754.4845820845823,313,2255,65
474,-918.1731453187334,192,2256,55
475,-684.6511904761905,188,2252,49
476,-626.7439255189254,258,2253,50
477,-796.9668650793652,302,2251,68
478,-837.5285714285714,232,2295,81
479,-676.2472107957402,387,2287,87
480,-869.6756854256856,316,2253,57
481,-954.7246031746031,137,2258,50
482,-666.1273504273504,269,2275,75
483,-485.7889790764791,211,2263,53
484,-829.631147741148,401,2251,73
485,-758.8257881007879,269,2254,57
486,-961.0970336852691,312,2253,64
487,-770.3456654456656,289,2288,62
488,-754.1031746031746,198,2254,58
489,-773.4984032049822,235,2255,56
490,-662.0341727716727,256,2290,57
491,-1051.0458874458873,177,2260,58
492,-719.3760651629073,226,2250,63
493,-808.042510076131,273,2251,65
494,-862.4934001670842,290,2270,62
495,-531.6428395134277,309,2288,75
496,-675.6371212121213,153,2250,49
497,-514.8602349767311,243,2283,51
498,-848.5928571428574,199,2278,47
499,-711.4378787878786,263,2251,58
500,-624.5793272158362,342,2284,72
501,-565.610870175576,224,2252,43
502,-831.8405677655678,156,2251,48
503,-737.4802016404649,324,2256,66
504,-486.86522366522365,242,2276,58
505,-738.9476503759398,175,2252,50
506,-687.2800441388677,151,2259,39
507,-600.0847763347762,259,2256,61
508,-748.6388300296195,194,2255,44
509,-771.0254115681358,244,2252,58
510,-743.7553571428571,158,2277,42
511,-721.8835678210679,250,2255,72
512,-884.5352231997394,284,2289,72
513,-762.3984126984127,162,2287,53
514,-656.1187229437229,256,2255,65
515,-612.1734126984126,256,2270,54
516,-708.4926129426129,349,2291,68
517,-619.3588649096001,233,2282,53
518,-728.6891053391053,199,2252,55
519,-478.3182791065143,254,2252,53
520,-468.8592749570691,378,2269,66
521,-674.7076194273561,314,2263,66
522,-717.6052308802307,259,2283,62
523,-891.7670995670996,204,2287,62
524,-765.6851731601731,284,2251,65
525,-667.2020202020202,221,2250,55
526,-733.6997280497279,364,2258,85
527,-783.2495421245421,379,2252,70
528,-745.5236369910284,241,2289,63
529,-652.1753752587994,310,2275,72
530,-610.0771241830066,248,2294,55
531,-770.8006150712032,201,2271,52
532,-536.3045815295816,329,2267,65
533,-716.8995044171515,249,2267,63
534,-984.1234126984128,298,2251,81
535,-605.2665404040405,276,2262,63
536,-674.6892793481028,263,2261,67
537,-800.2945124320124,269,2251,64
538,-1045.8043771043772,290,2251,71
539,-976.1895743145743,345,2252,76
540,-821.6512987012987,305,2276,71
541,-685.5275294150293,272,2289,61
542,-709.8970057720056,188,2258,43
543,-652.0843714320388,220,2257,45
544,-532.064393939394,290,2268,74
545,-725.8611577964517,184,2284,50
546,-735.8940476190477,250,2255,61
547,-961.2569930069931,259,2259,71
548,-920.9935064935065,199,2267,66
549,-483.3174231813938,295,2274,59
550,-713.572591403474,236,2285,55
551,-544.1663614163613,209,2281,54
552,-906.5620675620676,189,2257,52
553,-678.1968614718616,164,2250,48
554,-695.621916971917,222,2295,60
555,-655.1246794871795,389,2287,84
556,-496.28134920634915,175,2279,43
557,-682.7730713730714,340,2250,67
558,-824.4959055437316,237,2261,56
559,-686.071158008658,204,2274,53
560,-726.7531894576011,247,2255,55
561,-558.7077380952379,226,2277,43
562,-714.3200854700857,204,2291,57
563,-569.3530219780221,196,2251,52
564,-893.6233787046287,241,2250,44
565,-791.0434173669468,279,2253,61
566,-735.2944444444445,136,2255,43
567,-644.2106797791581,302,2261,63
568,-740.5101190476191,202,2250,48
569,-625.1484126984128,218,2291,61
570,-652.3900315370905,258,2278,58
571,-576.2260442773601,237,2259,57
572,-714.1261849261848,301,2252,71
573,-738.6158730158731,330,2252,65
574,-670.6806970806972,209,2253,56
575,-674.8041407867495,279,2250,64
576,-587.9352380952381,249,2276,66
577,-677.6469696969698,189,2251,52
578,-765.6743894993896,242,2259,69
579,-726.7393790849673,338,2253,80
580,-614.5262293262293,263,2259,59
581,-618.4128968253968,202,2285,60
582,-724.2799603174601,152,2258,44
583,-951.600122100122,278,2252,80
584,-414.68066239316244,280,2257,65
585,-599.5656926406925,244,2260,56
586,-1035.2927350427349,187,2274,51
587,-992.4034618159618,338,2263,86
588,-711.7774170274171,251,2276,58
589,-613.7874542124542,280,2262,71
590,-882.6376437142022,315,2288,67
591,-693.1185783085165,185,2250,51
592,-578.4161935286936,203,2296,56
593,-668.2674242424241,236,2265,59
594,-514.3504901960785,213,2252,51
595,-1067.9952380952382,172,2257,50
596,-669.102453102453,202,2260,55
597,-828.7438672438669,260,2253,65
598,-690.5297619047618,192,2257,55
599,-729.5355616605617,315,2258,69
600,-731.460107376284,311,2289,73
601,-539.1744613229906,269,2280,60
602,-982.9404761904761,205,2252,53
603,-917.5768981018981,214,2286,58
604,-560.2963818860878,225,2265,62
605,-696.3691697191697,250,2268,62
606,-797.7543040293042,374,2254,73
607,-762.5666666666667,158,2250,36
608,-625.4307819631351,300,2265,64
609,-915.0761904761905,180,2263,49
610,-468.1990703740704,278,2250,60
611,-765.0623266000176,300,2254,77
612,-739.6262348762348,242,2255,62
613,-545.1869297369296,214,2291,43
614,-602.5746753246754,202,2251,51
615,-521.9902417027417,317,2290,60
616,-881.4684429433655,325,2255,68
617,-761.4308679229266,372,2260,78
618,-696.0633311133312,288,2268,69
619,-651.6915667665668,246,2265,62
620,-758.6700280112045,199,2258,49
621,-702.181746031746,237,2272,60
622,-529.7675788497218,271,2254,54
623,-673.6306818181819,190,2256,51
624,-914.6234126984126,204,2253,54
625,-678.6689255189256,251,2252,59
626,-904.8782828282829,162,2250,50
627,-728.4919913419911,295,2283,68
628,-659.8744963369965,280,2260,66
629,-614.1168627266453,267,2287,61
630,-651.4467643467643,326,2283,77
631,-616.2325549450551,402,2250,83
632,-757.7271374458875,297,2287,63
633,-900.6230759980759,296,2252,70
634,-659.3307953377033,286,2294,68
635,-644.7477945665446,302,2294,56
636,-1119.1714285714286,150,2252,49
637,-725.5084249084248,204,2260,57
638,-687.6332722832724,296,2251,80
639,-448.86492927362485,298,2252,53
640,-589.0190836940837,227,2293,53
641,-772.1209054834055,323,2256,67
642,-887.5786768786769,295,2254,76
643,-695.214208014208,261,2282,49
644,-793.5365366659482,234,2275,64
645,-816.9734126984127,233,2289,67
646,-699.020401493931,408,2294,73
647,-825.2785714285712,243,2285,56
648,-868.5783882783882,183,2267,54
649,-550.1554917304918,260,2250,63
650,-794.5497086247086,237,2260,61
651,-558.4611319966582,272,2277,59
652,-789.5783272283271,236,2250,63
653,-643.000669944091,381,2254,72
654,-584.1849816849818,218,2290,51
655,-650.4704212454212,190,2264,50
656,-826.112049062049,272,2259,73
657,-798.5266824611606,326,2260,74
658,-547.0099206349206,244,2250,53
659,-822.0400252525252,215,2259,52
660,-728.3556277056277,254,2260,61
661,-729.2706349206347,200,2259,56
662,-702.9685520361992,324,2253,61
663,-782.3408008658008,153,2258,59
664,-882.4396825396826,241,2291,67
665,-722.7235958485958,260,2250,72
666,-666.2181998556998,286,2252,69
667,-631.4370813397128,271,2251,55
668,-668.2603785103782,213,2253,44
669,-686.9071428571428,278,2254,59
670,-789.2671717171718,233,2256,66
671,-577.7984307359305,319,2254,77
672,-673.5317163228929,199,2257,58
673,-530.6365800865801,293,2252,56
674,-635.4434065934067,271,2253,68
675,-972.9812238930662,228,2257,57
676,-1005.520634920635,365,2250,98
677,-654.7659673659672,285,2255,58
678,-681.3990549305765,260,2266,54
679,-709.9930735930737,265,2285,59
680,-551.0371392496393,308,2290,55
681,-895.5890692640694,236,2254,65
682,-834.9783295136236,216,2251,49
683,-744.7183233819843,273,2261,73
684,-611.8384199134199,189,2296,47
685,-644.0027777777779,180,2283,48
686,-723.2900932400934,214,2250,52
687,-898.3695415695415,158,2288,54
688,-563.3232142857141,234,2281,63
689,-598.5166666666665,238,2287,62
690,-791.8196608946608,172,2286,51
691,-658.9714808180325,258,2294,54
692,-683.0272398653976,278,2254,61
693,-676.9540626040626,281,2262,68
694,-540.7978632478633,225,2265,58
695,-651.8416666666667,239,2258,51
696,-1099.2437500000003,349,2252,77
697,-827.3772774327122,281,2256,73
698,-631.8622835497835,188,2275,56
699,-540.6912393162393,309,2254,58
700,-776.8382617382618,316,2297,69
701,-868.4023809523811,174,2251,46
702,-890.422619047619,152,2250,49
703,-661.137742812743,279,2250,51
704,-646.7912087912088,260,2289,62
705,-908.6206349206353,251,2251,63
706,-678.1693865345181,372,2269,70
707,-564.1032051282051,219,2258,55
708,-805.5147852147851,290,2279,78
709,-767.3909035409037,178,2259,53
710,-761.5709235209237,194,2287,47
711,-1048.2940476190477,176,2267,65
712,-689.891172879408,220,2258,61
713,-471.62153361344537,259,2251,44
714,-823.49126984127,228,2251,52
715,-581.3839572192511,243,2267,53
716,-724.6946581196581,249,2293,60
717,-830.9743305545029,357,2286,79
718,-513.9004148629149,218,2254,47
719,-704.2937062937062,385,2264,66
720,-759.615800865801,220,2286,54
721,-491.1420832751479,380,2275,71
722,-693.6137445887445,284,2250,58
723,-381.8491532976827,261,2250,45
724,-975.0098556998557,175,2253,54
725,-671.0679971988797,248,2265,65
726,-574.385576923077,306,2250,60
727,-649.0640151515152,263,2293,77
728,-757.4620091896409,283,2264,66
729,-730.7999611499612,287,2265,60
730,-816.1388888888889,210,2252,58
731,-717.7490855762595,207,2260,54
732,-578.5162878787879,259,2268,50
733,-684.4047619047619,308,2251,64
734,-569.8727633477635,240,2250,59
735,-800.833361083361,223,2297,52
736,-810.4922077922076,199,2253,56
737,-757.651388888889,250,2296,61
738,-754.9019084779953,294,2288,55
739,-649.1277056277056,203,2258,43
740,-661.5718211527035,275,2265,72
741,-543.1246031746033,202,2251,44
742,-649.3941989383165,219,2254,56
743,-614.5579365079365,224,2252,58
744,-816.017857142857,133,2255,41
745,-917.0120554282319,407,2292,101
746,-812.5495006455534,263,2251,55
747,-747.8759018759017,181,2251,41
748,-499.99311750341155,301,2252,60
749,-496.88467414938,320,2253,65
750,-885.5597652347653,238,2255,63
751,-693.4142857142857,194,2254,50
752,-644.9390026640027,227,2254,53
753,-607.4509157509157,180,2286,43
754,-872.1948412698414,207,2269,57
755,-690.4221611721613,278,2255,64
756,-795.4145743145743,158,2250,49
757,-678.3279439430302,335,2289,64
758,-728.2675116550118,242,2276,71
759,-863.3011872930992,267,2291,60
760,-760.2630952380953,134,2251,46
761,-578.4844155844157,279,2251,66
762,-813.749494949495,169,2250,53
763,-661.8002164502163,173,2266,42
764,-567.7022727272727,257,2295,66
765,-609.9296579237756,321,2251,79
766,-742.367019092019,276,2254,68
767,-825.0507936507937,205,2294,50
768,-793.012397372742,287,2253,66
769,-666.8766233766235,234,2251,56
770,-553.7406415479945,314,2269,70
771,-773.0570374070373,326,2291,67
772,-706.5682539682539,210,2250,63
773,-615.0051948051948,224,2262,57
774,-597.659126984127,296,2251,64
775,-641.0398332060097,321,2251,63
776,-864.3168021520963,189,2254,47
777,-811.2875000000003,237,2254,57
