episode,reward,steps,exploration_reward,decision_count
62,-200.50466824530042,312,2284,23
63,-421.133135869978,344,2253,38
64,-211.64979522111875,296,2252,31
65,-344.7780037772685,257,2259,33
66,-293.3695276945277,437,2250,31
67,-468.6824470404655,571,2252,49
68,-352.04079946242416,362,2250,44
69,-332.87166514041513,314,2250,36
70,-346.2332672358601,337,2284,40
71,-205.28976872800396,258,2256,26
72,-270.8744770778452,287,2259,30
73,-461.3729203802733,296,2254,38
74,-422.77926230135307,351,2251,32
75,-296.70339062897875,355,2254,37
76,-299.9425433937768,328,2250,44
77,-360.16197968697975,239,2252,35
78,-387.6348315083609,187,2273,34
79,-418.7156050335047,270,2255,33
80,-353.6596254023045,370,2256,45
81,-376.8251720501719,335,2252,37
82,-379.00678662439003,644,2273,47
83,-320.40898268398274,199,2250,28
84,-255.1306981811292,287,2259,33
85,-284.2334761615608,541,2278,47
86,-256.13856416192095,483,2254,31
87,-331.45651154401156,158,2261,27
88,-244.69093896857055,266,2250,29
89,-225.90662668228458,406,2259,30
90,-500.52961174130525,261,2257,36
91,-218.6927566066779,439,2267,44
92,-250.83818803981848,349,2271,35
93,-382.41952165481575,195,2253,26
94,-337.10353873484127,288,2250,41
95,-407.18328441424427,310,2253,32
96,-209.03415461966895,509,2293,33
97,-213.80113636363632,357,2263,29
98,-241.8855513034693,521,2254,36
99,-352.25292207792216,255,2259,31
100,-280.57425295292944,320,2287,24
101,-478.64101941111926,296,2252,34
102,-376.21038961038954,279,2250,38
103,-192.25527119134654,493,2250,44
104,-304.9615588016543,484,2250,38
105,-281.7397817696579,244,2293,35
106,-435.42267952635603,210,2253,29
107,-273.84060896757927,365,2285,35
108,-303.12030005455534,342,2261,34
109,-246.60978088478092,465,2263,44
110,-303.8679366054365,382,2296,36
111,-352.52757936507936,371,2251,37
112,-345.5320562094804,527,2254,38
113,-257.2336068359218,388,2261,46
114,-519.7388256492212,324,2256,39
115,-301.0305215148958,420,2272,42
116,-329.7351172701216,437,2256,32
117,-285.1661529812034,614,2250,58
118,-277.3202085082885,333,2259,28
119,-306.93341219548313,322,2254,40
120,-217.46350648849295,324,2250,34
121,-261.6806053283251,466,2250,47
122,-174.61707453749895,457,2254,30
123,-213.3089652652665,330,2251,29
124,-234.72732623167525,341,2256,31
125,-237.3997796974268,254,2250,29
126,-568.5162976729152,344,2251,37
127,-214.39577669312297,517,2256,31
128,-234.670318923515,364,2257,33
129,-286.2067367359163,234,2252,28
130,-459.76510407414634,393,2253,41
131,-322.5430766117438,550,2274,34
132,-216.0730735954088,278,2250,27
133,-335.7761813507529,369,2288,35
134,-269.2041620702999,277,2290,32
135,-296.031996126173,525,2255,35
136,-198.3686010167881,365,2251,37
137,-271.15060969732025,294,2254,32
138,-266.1914057871952,419,2278,33
139,-364.4319291819292,253,2285,33
140,-453.6863296833886,294,2250,32
141,-397.0778484925037,423,2265,35
142,-321.11644744144746,156,2251,22
143,-310.54587521646346,377,2252,40
144,-558.2157513510456,328,2251,35
145,-308.85244164048504,250,2256,26
146,-351.2560439560439,316,2252,39
147,-391.6367775082061,398,2289,50
148,-375.4859409984729,341,2290,34
149,-330.2303911121558,354,2272,29
150,-436.7964590640954,319,2255,36
151,-382.0945785240694,187,2280,27
152,-319.4700882450882,314,2250,35
153,-192.06815320719693,420,2250,29
154,-333.13072597337305,266,2261,39
155,-376.55616589293066,317,2254,38
156,-366.5273995612231,255,2252,32
157,-301.5048077412782,311,2294,37
158,-301.0425902670453,452,2272,33
159,-299.0376430100115,335,2254,37
160,-340.5615865802357,480,2266,50
161,-253.8972374847375,231,2250,29
162,-367.9563756071514,268,2269,32
163,-281.67941478271666,585,2251,49
164,-462.71405850765433,438,2251,44
165,-333.26853182961247,291,2259,40
166,-278.0423020117138,335,2264,31
167,-352.0979038934922,289,2273,39
168,-360.45129870129875,205,2268,27
169,-151.253143270796,437,2276,36
170,-182.30435865383154,362,2257,43
171,-344.1707448554198,278,2285,30
172,-385.43740802541106,206,2251,29
173,-203.26156555160347,525,2265,35
174,-310.74429776588477,341,2252,37
175,-387.88937728937736,216,2252,37
176,-411.46087111491084,436,2288,53
177,-397.2549253034547,199,2276,28
178,-379.29090500017224,423,2291,42
179,-167.87557417780536,376,2280,24
180,-395.88641825682083,325,2280,45
181,-337.0662637183574,616,2270,36
182,-368.7403010366826,290,2270,33
183,-338.0781696293991,425,2277,39
184,-696.936568193711,340,2251,40
185,-400.41315359477125,349,2253,38
186,-244.0586256933325,456,2288,29
187,-576.8589257233994,147,2259,25
188,-314.6252325890484,389,2250,36
189,-284.7204879468999,450,2288,40
190,-325.16111111111115,200,2258,25
191,-419.96115994729604,484,2255,45
192,-448.8781425237308,320,2252,25
193,-273.2676207983194,465,2255,41
194,-440.37789987789984,262,2252,32
195,-267.8376580077319,385,2254,36
196,-329.2231529884344,253,2287,42
197,-292.2000755759623,338,2252,40
198,-401.97647633412333,344,2251,40
199,-277.96099862984437,396,2252,39
200,-264.6683066933067,318,2275,35
201,-310.7303856984164,263,2254,38
202,-240.18590199832843,339,2260,39
203,-301.2973256104061,403,2256,41
204,-190.6510386994568,357,2292,35
205,-225.73434409994957,395,2255,44
206,-500.263736565457,503,2250,48
207,-298.92516885180106,378,2260,40
208,-383.39309743833735,301,2252,40
209,-266.9729003135008,336,2265,41
210,-232.14906430596966,271,2250,23
211,-372.2984959944588,357,2254,33
212,-353.2957780204292,512,2279,41
213,-375.37488086149403,480,2260,51
214,-155.43677099044746,293,2251,27
215,-259.56250028566205,368,2292,28
216,-279.2030357442122,302,2255,33
217,-390.38002137901526,281,2261,41
218,-293.7175063032206,256,2251,29
219,-464.69080000272146,428,2264,50
220,-337.1391835288893,293,2256,34
221,-412.438441817405,266,2294,35
222,-275.9845129543659,275,2288,31
223,-240.2572030910266,425,2260,45
224,-321.16334417751966,313,2250,30
225,-495.60817603449186,188,2266,36
226,-310.8843406593407,207,2256,31
227,-397.60662522513525,488,2256,56
228,-344.6571567321567,389,2253,36
229,-214.17288289052993,301,2258,29
230,-265.5082938882749,336,2250,34
231,-214.22127679603338,400,2254,28
232,-237.615562553063,480,2250,31
233,-262.9140047254158,461,2252,42
234,-326.03910384996976,473,2250,49
235,-370.8409171526344,450,2279,40
236,-230.23570562847422,267,2254,32
237,-492.480220557503,551,2262,45
238,-370.35231435231435,216,2252,30
239,-323.8761551853944,332,2250,44
240,-179.1270541549953,352,2250,36
241,-376.06188055365686,287,2252,41
242,-285.5595238095238,166,2252,24
243,-356.5804746194223,562,2254,32
244,-406.10394882894883,254,2251,34
245,-536.0871330547736,427,2254,42
246,-252.82109959547122,391,2254,34
247,-412.37047952047953,292,2257,32
248,-237.40546219844737,702,2285,41
249,-315.76838716838716,192,2251,29
250,-360.9528691123118,205,2251,24
251,-354.26383511680126,319,2251,32
252,-459.864423659801,213,2265,27
253,-378.48173346261586,295,2292,36
254,-199.98306713711122,381,2252,32
255,-199.19559883329708,303,2258,29
256,-318.3936147186148,235,2254,32
257,-344.4225104990493,353,2268,31
258,-297.489522324081,271,2258,30
259,-313.78683816914725,348,2289,50
260,-262.1476770292347,459,2253,46
261,-214.96697825227244,339,2255,34
262,-334.3967419856129,477,2259,49
263,-354.1284975835291,233,2261,46
264,-504.5127526733033,303,2271,35
265,-543.4726567550097,253,2271,32
266,-231.4056647394172,491,2271,38
267,-307.2140274929749,346,2269,43
268,-394.3020014314826,539,2253,47
269,-254.9646760646761,276,2252,38
270,-320.93617409160885,167,2276,23
271,-390.9852339653811,323,2255,43
272,-383.0497557997558,355,2280,44
273,-269.54742100005257,310,2276,37
274,-550.9610553576399,452,2286,34
275,-300.4443722943723,219,2253,25
276,-341.0416533949143,260,2269,32
277,-354.6097809053691,307,2290,46
278,-583.8921163377685,254,2284,51
279,-302.27732843137255,255,2252,24
280,-438.01016617980895,354,2250,35
281,-238.53724053724054,286,2267,33
282,-241.3069264069264,275,2256,29
283,-275.19842339829734,474,2251,37
284,-369.98292752998634,292,2251,33
285,-481.9850308699326,600,2289,56
286,-324.44678654678654,286,2252,36
287,-314.34574605502024,473,2263,35
288,-437.2120688785039,334,2250,47
289,-213.32361442757784,527,2265,44
290,-274.80796483827635,435,2261,41
291,-359.02106441945153,391,2260,42
292,-263.94366744366744,291,2256,31
293,-429.3322725665137,260,2250,36
294,-230.6936051693405,317,2255,28
295,-494.2355428068664,308,2263,37
296,-252.66067845553138,269,2252,27
297,-727.3024954514085,318,2258,44
298,-444.7205001139213,253,2256,36
299,-371.4005144365439,191,2273,27
300,-679.2041731660154,334,2252,41
301,-208.1092039896823,336,2250,33
302,-361.8703077967784,291,2274,33
303,-398.98175454309757,305,2250,45
304,-687.1832284599009,409,2258,48
305,-202.8017774001424,542,2265,31
306,-304.14524072787015,194,2256,21
307,-411.17462121212117,233,2259,35
308,-293.44778599283563,439,2251,45
309,-274.6969225219225,312,2291,30
310,-346.06368696662815,258,2250,32
311,-421.3512322472849,252,2252,32
312,-234.2811574942673,346,2252,31
313,-342.8723157519124,530,2257,55
314,-294.6167464213658,309,2253,37
315,-253.19102004478646,481,2252,45
316,-301.92417843701213,461,2296,42
317,-369.9613025863027,261,2251,32
318,-272.6558318143844,288,2253,35
319,-218.88876967626965,450,2260,38
320,-379.15700557612325,248,2250,29
321,-329.54487922992104,571,2266,29
322,-261.2866302814832,302,2254,39
323,-285.2403029462038,351,2260,41
324,-221.06609550580131,332,2276,28
325,-297.71515151515155,257,2253,29
326,-285.9431455728131,479,2257,47
327,-201.191292904496,510,2251,31
328,-435.02139090834737,288,2250,47
329,-442.904219978295,322,2257,38
330,-171.95181014266396,576,2261,33
331,-208.6297410192147,261,2250,31
332,-268.4375701868181,547,2272,49
333,-418.43895046982,335,2269,37
334,-293.165285463329,354,2265,32
335,-243.42170637587685,478,2254,41
336,-217.597625165239,467,2272,29
337,-259.5285545594756,458,2277,43
338,-301.1374650203598,230,2251,32
339,-455.5938959733077,156,2285,33
340,-620.3200701067907,373,2270,42
341,-247.7842462302614,181,2260,17
342,-469.54452039188885,243,2253,32
343,-317.03554885411074,543,2252,33
344,-213.05756178805714,345,2255,31
345,-465.65595460095454,254,2251,42
346,-259.9399217262663,271,2254,30
347,-200.61140848525315,469,2264,33
348,-282.47927766847596,273,2264,27
349,-355.57807747807755,299,2283,34
350,-293.2208333333333,218,2260,25
351,-275.19639943190873,336,2250,35
352,-269.51450151156035,381,2254,33
353,-458.6655686633627,311,2272,38
354,-180.27488481921037,306,2251,35
355,-372.4015753853988,209,2252,33
356,-198.2496356958178,513,2257,29
357,-319.5212662337662,227,2250,26
358,-517.0366139708245,300,2294,45
359,-292.7432659445817,252,2258,29
360,-320.71056254380466,401,2261,32
361,-304.94915575313127,385,2258,39
362,-240.12917953742766,237,2260,26
363,-195.5820339490231,363,2250,33
364,-387.36974548440065,259,2265,32
365,-437.32387433734317,628,2253,38
366,-225.17473453410466,351,2250,32
367,-528.4160746116629,233,2250,34
368,-304.5981519297697,321,2251,35
369,-359.3715623557728,303,2295,42
370,-335.7338344661875,284,2287,32
371,-368.7071283763185,396,2253,35
372,-537.6954052205532,649,2289,39
373,-230.27319166873468,455,2258,43
374,-292.7905008733957,356,2250,36
375,-288.2967948717949,302,2251,36
376,-262.37454545454545,174,2252,20
377,-401.78742646242654,291,2263,31
378,-469.3536984171659,364,2256,38
379,-466.2790845135967,358,2260,37
380,-192.90534915720676,369,2251,27
381,-257.1629928958013,304,2291,28
382,-316.6296703296703,183,2250,25
383,-198.82702706166032,524,2257,42
384,-394.72330827067674,258,2250,33
385,-389.50965284715284,249,2286,31
386,-497.9055416805417,288,2250,39
387,-215.98006535947712,261,2282,35
388,-199.67450014725557,507,2268,37
389,-464.9768907563025,233,2254,44
390,-404.098983532807,274,2252,31
391,-240.345992249378,367,2251,34
392,-187.39514037082097,398,2254,32
393,-322.8975756030993,524,2280,45
394,-368.95731634331383,390,2252,29
395,-338.8579841620444,184,2250,25
396,-248.4547695069528,402,2271,30
397,-390.32775246433783,213,2254,30
398,-271.42114682057934,572,2251,44
399,-249.31676437373363,461,2262,50
400,-446.4889613819482,512,2256,32
401,-519.5257257108517,311,2251,33
402,-338.54331400341624,439,2255,49
403,-340.74466177097753,407,2258,39
404,-304.8305147098316,228,2262,25
405,-384.08854575045893,466,2296,40
406,-151.63681030826712,466,2254,29
407,-424.64321095571097,234,2251,33
408,-327.7235062279417,310,2251,42
409,-358.2268093018093,265,2253,37
410,-479.1269841269841,274,2255,45
411,-281.1697215201024,391,2259,38
412,-264.264861585279,255,2273,23
413,-436.97516650016655,135,2253,18
414,-262.117307097386,532,2256,42
415,-224.53600668337506,283,2255,27
416,-333.02191340747373,380,2254,38
417,-346.17963793172765,250,2256,36
418,-252.12982283012914,456,2251,41
419,-404.32186147186144,222,2265,31
420,-718.4459706959708,258,2256,34
421,-248.86986198948674,357,2291,34
422,-305.99380341880345,317,2284,30
423,-294.2597481976402,672,2250,39
424,-328.87809660449545,228,2251,27
425,-172.1595394546301,408,2253,27
426,-353.32896825396824,213,2289,31
427,-340.9805218173639,297,2278,33
428,-288.56831501831505,275,2277,36
429,-375.28647186147185,190,2251,33
430,-335.94820234113706,323,2266,37
431,-694.33663003663,216,2257,42
432,-318.1778582262025,336,2260,40
433,-406.1196551986026,258,2262,47
434,-253.13738863475706,377,2250,30
435,-300.7407572654706,355,2255,31
436,-390.88453583353004,494,2253,27
437,-313.4169507779802,318,2284,33
438,-568.7369165415131,526,2255,33
439,-323.2499225447755,368,2262,36
440,-410.60806277056275,179,2261,27
441,-552.6927781368958,122,2250,24
442,-355.07553882898713,302,2253,37
443,-374.46977696216817,465,2295,35
444,-217.15660885167463,352,2258,34
445,-364.8475427350428,184,2276,27
446,-243.38027815007325,597,2251,51
447,-203.9103911966124,348,2253,25
448,-435.31306140332504,263,2253,48
449,-234.26287433326902,426,2252,39
450,-348.28831070889896,203,2261,26
451,-275.9186498134789,588,2288,43
452,-375.20200510219684,307,2250,45
453,-199.83625391754603,309,2257,26
454,-451.2646853146854,226,2250,31
455,-436.22605953825564,423,2257,30
456,-295.0571848902731,369,2273,42
457,-329.33445720945724,236,2262,28
458,-229.41949846439755,679,2260,40
459,-623.640873015873,235,2281,35
460,-361.8510238744221,234,2252,36
461,-334.6575396825397,338,2255,38
462,-526.2998563618046,298,2254,30
463,-277.0938725353426,543,2251,37
464,-262.94142173615853,145,2252,18
465,-319.8010225885225,436,2256,45
466,-371.3330181514392,298,2266,35
467,-498.36742050068716,375,2284,48
468,-214.60164123705493,440,2259,41
469,-353.8946581196581,215,2250,24
470,-298.8929561179561,220,2256,26
471,-243.32863540505875,470,2262,33
472,-845.0594624759486,246,2250,39
473,-417.5621096361521,447,2269,52
474,-301.2261677785797,502,2251,43
475,-287.3254339468581,363,2271,26
476,-309.04724703874007,745,2252,35
477,-396.7761405261406,302,2280,43
478,-328.68473155197296,203,2264,28
479,-307.91236541236543,319,2251,36
480,-368.7554999013333,335,2252,29
481,-315.7626661350346,260,2261,35
482,-273.7554821971638,258,2260,29
483,-296.9073097954677,336,2254,30
484,-194.998029483216,460,2250,27
485,-352.1606060606061,156,2253,20
486,-229.40939567829807,454,2269,31
487,-197.74163182844788,502,2254,34
488,-305.8634182552914,343,2253,35
489,-310.51940673705377,216,2250,31
490,-372.32353041695154,261,2257,45
491,-293.96607807397277,281,2250,35
492,-187.6757620963266,290,2269,23
493,-394.04613697705804,228,2252,29
494,-239.59107012268777,262,2253,28
495,-207.45649893604252,292,2252,31
496,-238.4827710568565,382,2250,35
497,-310.0769455702996,430,2252,49
498,-349.7400340548697,362,2253,41
499,-361.1262188428855,483,2251,46
500,-251.56705320994794,392,2261,37
501,-254.35143540669856,427,2256,37
502,-243.0589267028122,204,2250,19
503,-317.43260628260623,438,2252,44
504,-334.1468397352172,373,2286,42
505,-341.0066192630898,348,2254,37
506,-246.75649959962234,392,2258,31
507,-271.60088714433147,479,2263,32
508,-310.15642164852693,225,2265,29
509,-344.3392591069062,334,2251,33
510,-451.0965323565324,295,2260,39
511,-374.00540848040845,319,2287,36
512,-390.1567750499202,298,2252,32
513,-516.5877594627595,328,2291,35
514,-288.8783264980634,297,2251,34
515,-265.90946969696967,355,2258,33
516,-275.0323233775053,329,2278,34
517,-365.82738095238096,197,2265,30
518,-643.9444910643006,350,2258,42
519,-309.7701988559024,390,2270,42
520,-412.3414072039073,397,2290,48
521,-338.64312046444127,412,2265,35
522,-294.1677918710635,399,2253,40
523,-240.37441761025352,330,2251,41
524,-261.20184940227614,422,2270,38
525,-259.50906235982586,400,2259,26
526,-550.5311542005849,316,2268,42
527,-406.7637626262627,290,2262,35
528,-348.0654383084616,370,2262,39
529,-432.93004878596986,350,2261,31
530,-334.85862332112333,211,2258,26
531,-291.5638986374622,295,2251,23
532,-352.4944208090761,520,2275,47
533,-342.59792038027337,295,2256,43
534,-423.3281782456311,327,2250,34
535,-306.5200887522736,389,2259,37
536,-255.0094270258168,352,2253,32
537,-466.83034130424556,303,2257,35
538,-342.7946455255419,389,2279,38
539,-233.28294324520982,238,2259,25
540,-238.67721979774612,427,2276,36
541,-400.0147415503373,308,2279,37
542,-308.46800144300147,213,2252,35
543,-293.3032958026379,285,2254,35
544,-310.9905344769896,270,2293,35
545,-315.5842043920991,250,2251,32
546,-303.66133884923954,244,2251,27
547,-242.77371753621748,335,2250,31
548,-323.70250305250306,233,2252,31
549,-252.24306368918442,367,2256,31
550,-489.9200299921154,663,2256,38
551,-282.4673650808286,338,2260,37
552,-235.07194667217883,474,2251,41
553,-197.11639610389608,259,2256,25
554,-293.78415413580944,361,2288,32
555,-332.54597020626426,200,2254,27
556,-316.12065872079415,314,2284,31
557,-349.2433455433456,188,2255,27
558,-306.94971344169454,195,2255,25
559,-346.4510972348609,674,2257,46
560,-490.27568542568537,242,2288,53
561,-239.27566942861066,281,2268,26
562,-314.34393610775186,270,2252,38
563,-391.72296721366484,267,2257,29
564,-216.35714220435204,512,2264,45
565,-229.77934171563197,271,2294,28
566,-268.5803802922224,369,2256,39
567,-434.31448802698804,351,2253,27
568,-458.7706293706295,413,2251,43
569,-311.7465053623184,334,2256,39
570,-249.57058080808082,215,2252,30
571,-363.49728243339496,350,2250,33
572,-285.34401552394974,404,2263,33
573,-211.88051030496845,420,2254,37
574,-376.2457209457209,212,2254,28
575,-325.5356568625576,319,2266,48
576,-331.34667218746165,165,2254,28
577,-345.03975719195296,314,2253,34
578,-373.4608373476477,339,2269,50
579,-265.34413041491047,385,2290,43
580,-557.2315813271696,335,2255,42
581,-258.5530759445233,300,2253,31
582,-376.4069234132638,412,2269,52
583,-349.3323521061195,468,2252,38
584,-447.90905875170574,194,2255,39
585,-418.87681923362226,281,2251,34
586,-239.10905491567257,413,2260,44
587,-562.8572347410184,340,2251,45
588,-433.29634258058945,494,2257,33
589,-308.83730019980027,318,2251,46
590,-498.8932539682541,227,2280,45
591,-411.3796372490217,419,2252,35
592,-484.3807703971129,292,2250,39
593,-300.58637936685574,388,2258,44
594,-381.07710622710624,304,2251,37
595,-567.517141666019,318,2275,39
596,-217.42909909865833,533,2284,31
597,-350.1961529268806,274,2258,29
598,-229.22074738986504,408,2253,37
599,-364.52410228660233,328,2285,39
600,-329.398758700725,577,2250,50
601,-391.12656204528247,496,2251,40
602,-283.3730741959139,497,2263,30
603,-312.243049447113,323,2253,36
604,-263.9328059871163,342,2253,27
605,-254.44407960460595,331,2263,34
606,-255.9753322934927,371,2265,38
607,-373.5556065103479,237,2273,27
608,-169.46710969141316,534,2254,40
609,-551.7782126207126,379,2294,49
610,-287.3012028777067,621,2256,31
611,-185.12589371215282,451,2265,38
612,-266.8812877782692,322,2290,37
613,-412.6299904106827,403,2259,40
614,-566.0194324659999,331,2253,34
615,-296.2148553546474,625,2270,44
616,-326.4010696222149,459,2262,49
617,-246.0808857808858,302,2250,31
618,-321.8039864724648,234,2291,31
619,-427.65937084382824,307,2250,24
620,-321.3822961150908,451,2269,45
621,-366.2185693231476,382,2255,36
622,-236.48424908675926,418,2254,33
623,-269.5720121381886,287,2265,27
624,-304.83320809307645,224,2257,30
625,-221.6255129459464,479,2255,43
626,-399.38169848862555,356,2251,29
627,-402.5407953761214,234,2258,28
628,-338.43375211744774,267,2279,26
629,-300.38905977063877,295,2256,33
630,-210.9904923513858,374,2250,37
631,-466.8046116834625,521,2256,37
632,-545.9142740771773,355,2286,52
633,-377.0291834894531,501,2251,34
634,-406.0548098186643,205,2251,27
635,-236.64151219151222,242,2252,22
636,-357.50538890933626,307,2251,34
637,-395.44930039930045,302,2254,51
638,-491.593137254902,285,2251,52
639,-298.2182656395891,267,2254,36
640,-321.3201555754187,271,2259,31
641,-210.3695157562473,559,2275,30
642,-551.9965279552489,179,2264,26
643,-341.54343850593847,383,2270,29
644,-351.25282863821826,397,2277,39
645,-269.14459224985546,234,2260,27
646,-344.2072470013647,217,2253,27
647,-367.73845169714593,369,2254,31
648,-530.134608808239,327,2253,55
649,-572.5407130966138,356,2254,28
650,-333.786565203802,416,2283,36
651,-329.5445654019183,280,2290,31
652,-350.60958250369004,298,2286,41
653,-305.8015592250887,254,2250,29
654,-320.684194971695,189,2275,27
655,-257.9405745905746,412,2250,35
656,-298.53105438776066,339,2264,35
657,-212.31793281111402,413,2251,29
658,-337.5861578558985,379,2276,30
659,-200.27847385629346,388,2250,26
660,-220.1643967143967,317,2251,32
661,-336.44428571428574,387,2252,36
662,-617.3002797640954,206,2275,31
663,-372.47878804443747,470,2256,35
664,-326.3224839049839,375,2250,40
665,-223.82853102878747,524,2251,31
666,-288.2505805958746,205,2250,27
667,-293.95652876535235,302,2279,33
668,-185.69170669729883,338,2254,29
669,-302.39197745157793,399,2257,32
670,-308.1023115773116,359,2272,35
671,-211.64928087263618,460,2253,33
672,-391.8397747094176,384,2269,38
673,-420.0174502398187,318,2293,42
674,-432.53231359283984,290,2253,41
675,-550.7949058798246,306,2250,46
676,-433.6767075675967,367,2256,30
677,-380.7992495808284,267,2265,31
678,-398.104675298636,473,2292,51
679,-419.51532079032074,284,2255,36
680,-540.2183707596752,390,2259,38
681,-360.8263888888889,414,2251,45
682,-429.39372810060064,478,2288,54
683,-285.1058473389355,203,2288,28
684,-204.13921417020626,309,2271,30
685,-343.9251160807277,422,2268,37
686,-311.58061193923675,336,2275,30
687,-264.5945470238574,289,2271,30
688,-378.3825240119358,318,2282,32
689,-254.10654861993868,346,2291,35
690,-214.37527107617242,351,2256,30
691,-571.7553624566008,353,2254,43
692,-349.0219622972591,322,2256,33
693,-277.2675502596048,483,2275,40
694,-315.96865079365085,348,2259,41
695,-199.04889907478142,372,2252,32
696,-302.66657741657735,241,2292,33
697,-315.047582972583,261,2297,31
698,-265.20756245388594,262,2257,28
699,-282.4941738816739,301,2252,32
700,-324.4096699596699,221,2255,29
701,-452.3768996483393,329,2256,29
702,-308.1358066228205,353,2262,29
703,-345.04083545142873,361,2256,44
704,-276.71846278302417,522,2252,36
705,-314.4621901791019,250,2267,31
706,-297.7038381209434,184,2250,22
707,-401.92422863084613,321,2284,40
708,-466.5010648828295,374,2260,43
709,-368.3649212748072,282,2251,31
710,-255.29650167227567,283,2264,29
711,-339.3337107337107,207,2252,30
712,-249.09470485654694,356,2259,39
713,-362.86010617663374,354,2272,40
714,-282.82497724105843,459,2250,33
715,-436.6912369493252,349,2291,39
716,-162.34734060586388,355,2251,40
717,-567.1772222875164,339,2259,47
718,-420.6651970836182,330,2253,39
719,-283.48087951475054,421,2253,40
720,-492.7696259104848,500,2263,44
721,-220.88502868259903,256,2253,25
722,-197.53284572283022,449,2250,36
723,-303.7103330483146,571,2250,48
724,-222.09223995222575,388,2292,52
725,-402.6974731287231,418,2250,44
726,-326.12891287619846,386,2250,33
727,-399.14482989836256,401,2252,40
728,-325.50355358267757,276,2258,37
729,-540.1198412698415,162,2256,23
730,-496.36609565429296,236,2260,28
731,-179.54100850637082,752,2251,37
732,-298.2437544481662,300,2272,40
733,-484.32906979083435,458,2250,58
734,-511.3317765567767,202,2258,39
735,-268.6003262260615,519,2265,46
736,-246.6312728937729,366,2251,35
737,-361.32328643578643,264,2292,35
738,-306.3741653238402,444,2262,29
739,-234.60234312471155,387,2254,35
740,-213.80379630246836,532,2250,30
741,-225.25011594685503,368,2276,36
742,-396.40713254284464,491,2252,46
743,-368.0564462498287,331,2253,37
744,-388.5474906860312,535,2291,54
745,-392.6814965801952,513,2272,31
746,-382.20094176715565,277,2293,46
747,-213.14790233562633,246,2250,26
748,-355.58009024830557,299,2269,36
749,-326.7289682539682,243,2251,33
750,-284.7582453279435,369,2254,38
751,-402.0923478482302,408,2250,40
752,-407.2634920634921,319,2254,38
753,-431.76340860175594,328,2295,36
754,-429.69087024087014,209,2258,27
755,-382.9263227513228,331,2292,32
756,-350.4855040221217,408,2287,33
757,-273.14299112683887,408,2271,36
758,-453.4148182000073,459,2252,47
759,-188.87258771929822,354,2291,29
760,-505.3576791607437,401,2281,30
761,-339.87101787101784,243,2261,28
762,-328.46447331341045,294,2262,34
763,-274.56719837180367,342,2250,35
764,-463.4440362269309,203,2251,32
765,-389.1302305208888,324,2269,51
766,-285.4672008547009,265,2251,27
767,-324.2510529218147,477,2273,32
768,-304.677644318597,428,2268,43
769,-370.89407967094763,373,2251,39
770,-282.2171569904946,413,2263,50
771,-368.3342863686734,377,2251,36
772,-638.1988304890417,591,2260,54
773,-379.9206501831502,296,2281,35
774,-402.355725709857,515,2292,39
775,-577.3420634920635,270,2254,30
776,-154.4748516468072,752,2261,32
