0,-734.9555718283013,373
1,-1427.758381517341,453
2,-1881.8015547712344,704
3,-1024.9076288780614,681
4,-2740.391909190062,284
5,-636.2223817101781,355
6,-649.745098543948,555
7,-846.2194514178539,655
8,-933.6380374011494,605
9,-1424.1482095455278,414
10,-1315.8762569146763,706
11,-3400.3260996439276,309
12,-3646.8219832441205,409
13,-531.808954788218,335
14,-739.6388971654225,710
15,-789.4482304722237,422
16,-509.3567590002992,453
17,-2110.7567800498937,579
18,-1256.960339409839,526
19,-538.8734583621263,252
20,-944.0030559042885,421
21,-2384.881887156873,479
22,-872.7855383450877,328
23,-389.8775524149148,404
24,-682.3828451843334,357
25,-1273.70210561779,351
26,-1203.6270269329475,259
27,-1097.6214909285982,423
28,-2908.237113484521,500
29,-855.1222847270142,371
30,-1049.3017408834644,339
31,-782.0106361010573,431
32,-3586.1160261536643,307
33,-2463.6070441070497,460
34,-1124.107026016179,388
35,-827.0876084578964,449
36,-701.3604842886215,353
37,-1133.1419827862442,525
38,-599.7902253316412,364
39,-1571.618634688173,541
40,-815.4360878880015,458
41,-2391.0599014357526,413
42,-1207.1734802053468,317
43,-1068.2444602130636,412
44,-1232.2139509242859,437
45,-1948.8261129474236,367
46,-1315.2815349860894,536
47,-783.159728029045,569
48,-1560.96910595194,462
49,-1049.4952562426777,221
50,-1945.2319907735632,440
51,-2029.7251531480906,420
52,-1078.9538937895666,271
53,-1761.8087867436566,427
54,-980.7789046887722,387
55,-473.1533287823924,356
56,-1015.9957344013405,571
57,-1109.7306237394628,284
58,-1074.0921850968384,339
59,-1392.115378985149,350
60,-1901.3533958575067,411
61,-861.9125878286442,515
62,-2042.5650612819138,254
63,-2187.022380417857,386
64,-3756.1824071093915,380
65,-773.5619095419103,572
66,-1198.1030402718834,319
67,-1504.6870338927306,374
68,-718.6478085176025,535
69,-921.3739596821755,409
70,-621.3875855684939,500
71,-1184.0893654244794,768
72,-1466.9526704865543,335
73,-1899.0153070443616,427
74,-972.4709124183569,378
75,-2333.580153017,167
76,-1724.1468097986597,400
77,-2859.996467271693,354
78,-1289.6649117494392,299
79,-1770.5669901633294,375
80,-1303.7086400151397,272
81,-570.8324833482208,611
82,-2159.4113092265566,421
83,-892.790134200387,594
84,-754.0368229113266,634
85,-1213.934782255507,357
86,-988.0080551637038,502
87,-2122.3570956943563,639
88,-1204.979375945055,615
89,-746.2288646311299,569
90,-1893.5861043458283,629
91,-888.2176171525484,285
92,-835.5049743006523,505
93,-1390.1362267496584,847
94,-1841.9736564814993,392
95,-772.4681540826508,370
96,-1404.9543819970058,401
97,-741.7530802929922,511
98,-676.2235109045898,579
99,-933.1203046468602,378
100,-1073.7643445841272,386
101,-941.5904259947866,380
102,-1336.6655860275293,495
103,-1361.0490953569688,523
104,-903.1099397102298,792
105,-434.0325582824598,328
106,-730.7282622013769,312
107,-958.9500213236505,445
108,-1129.7784038170275,381
109,-1541.3820600320262,234
110,-846.3189729072849,588
111,-2167.2454298434745,526
112,-1131.6028106607905,478
113,-925.2457870317377,427
114,-580.6193858998344,381
115,-1695.555430562544,450
116,-638.2090117164568,403
117,-3321.482317501124,437
118,-540.2942538358352,313
119,-776.5635376206689,470
120,-1073.9645547405423,449
121,-918.75420777678,691
122,-830.2886259366237,372
123,-1679.4962873312797,455
124,-906.4100890142754,577
125,-1464.967059152108,434
126,-873.1547640932631,481
127,-653.1956805452751,515
128,-1558.1168994544062,403
129,-2884.6524900595455,717
130,-1666.0196394325412,684
131,-1266.634895616395,807
132,-1529.384273563561,598
133,-1811.0716937118034,360
134,-1491.9983475117806,349
135,-2149.949767188357,355
136,-1055.2627488914031,546
137,-754.371028777695,680
138,-1830.547440520797,496
139,-773.4949850376166,730
140,-1265.1232536048867,398
141,-551.3720135393008,446
142,-432.3293983342624,410
143,-1207.3220197168605,442
144,-1474.311555868315,620
145,-1563.4351001723505,220
146,-625.9447879894431,237
147,-514.8886609496042,426
148,-1888.6054690270278,408
149,-346.8555664060759,240
150,-768.1719202708709,446
151,-3366.330998872492,416
152,-449.74131514567483,454
153,-1401.6474660979218,304
154,-2521.3711056533325,772
155,-1290.1767218069215,416
156,-2067.5585784964787,521
157,-280.0833450818101,414
158,-1029.2438707567187,374
159,-874.6521185690068,380
160,-1572.329836203731,735
161,-1523.5251000100673,614
162,-381.809534222297,306
163,-876.707748660422,437
164,-766.4100217122096,562
165,-2272.053301585237,463
166,-676.9831551563244,611
167,-1414.0790114015497,335
168,-583.7902067582653,588
169,-1654.8697190700734,351
170,-467.73693596257414,242
171,-3976.092557826715,422
172,-919.6709966901336,541
173,-1212.5954799466151,453
174,-491.03128854347005,515
175,-1398.650660106352,466
176,-903.7074815980669,531
177,-1331.50045259043,487
178,-2494.167051932052,631
179,-1086.9520780151688,428
180,-496.45658742767995,344
181,-409.2143508146738,538
182,-1464.1324844393205,673
183,-952.4119492253076,562
184,-992.0967542326008,385
185,-1681.4171750721976,424
186,-937.253695882654,580
187,-823.4268815455882,556
188,-326.30994874337733,208
189,-1382.8410758699222,620
190,-1183.858733684076,365
191,-1617.1217518244553,391
192,-531.9318864323403,305
193,-592.8072825285667,568
194,-732.9441693956821,548
195,-1868.128094915458,519
196,-908.5776344153031,372
197,-884.6213164026369,629
198,-854.4567188962544,337
199,-560.0986725647376,557
