0,-490,490
1,-710,710
2,-597,597
3,-867,867
4,-697,697
5,-528,528
6,-442,442
7,-456,456
8,-494,494
9,-477,477
10,-508,508
11,-394,394
12,-593,593
13,-541,541
14,-559,559
15,-651,651
16,-507,507
17,-776,776
18,-492,492
19,-472,472
20,-571,571
21,-662,662
22,-480,480
23,-427,427
24,-439,439
25,-644,644
26,-341,341
27,-423,423
28,-403,403
29,-347,347
30,-379,379
31,-441,441
32,-522,522
33,-638,638
34,-828,828
35,-350,350
36,-606,606
37,-753,753
38,-426,426
39,-524,524
40,-525,525
41,-758,758
42,-592,592
43,-730,730
44,-506,506
45,-607,607
46,-354,354
47,-563,563
48,-527,527
49,-463,463
50,-322,322
51,-443,443
52,-375,375
53,-387,387
54,-398,398
55,-540,540
56,-537,537
57,-552,552
58,-389,389
59,-310,310
60,-312,312
61,-445,445
62,-571,571
63,-835,835
64,-487,487
65,-453,453
66,-447,447
67,-564,564
68,-445,445
69,-359,359
70,-328,328
71,-451,451
72,-434,434
73,-545,545
74,-520,520
75,-472,472
76,-618,618
77,-579,579
78,-304,304
79,-466,466
80,-439,439
81,-638,638
82,-373,373
83,-356,356
84,-354,354
85,-651,651
86,-567,567
87,-479,479
88,-410,410
89,-548,548
90,-496,496
91,-698,698
92,-467,467
93,-470,470
94,-421,421
95,-449,449
96,-257,257
97,-470,470
98,-485,485
99,-638,638
100,-385,385
101,-296,296
102,-384,384
103,-332,332
104,-382,382
105,-446,446
106,-384,384
107,-297,297
108,-300,300
109,-374,374
110,-360,360
111,-377,377
112,-390,390
113,-523,523
114,-577,577
115,-348,348
116,-270,270
117,-465,465
118,-429,429
119,-514,514
120,-443,443
121,-274,274
122,-232,232
123,-395,395
124,-402,402
125,-454,454
126,-474,474
127,-370,370
128,-393,393
129,-424,424
130,-485,485
131,-515,515
132,-329,329
133,-391,391
134,-332,332
135,-466,466
136,-460,460
137,-280,280
138,-408,408
139,-232,232
140,-333,333
141,-360,360
142,-397,397
143,-408,408
144,-241,241
145,-294,294
146,-451,451
147,-509,509
148,-512,512
149,-285,285
150,-308,308
151,-335,335
152,-407,407
153,-291,291
154,-290,290
155,-307,307
156,-413,413
157,-423,423
158,-277,277
159,-379,379
160,-500,500
161,-340,340
162,-309,309
163,-319,319
164,-365,365
165,-394,394
166,-431,431
167,-273,273
168,-354,354
169,-451,451
170,-343,343
171,-421,421
172,-308,308
173,-487,487
174,-358,358
175,-415,415
176,-292,292
177,-300,300
178,-378,378
179,-232,232
180,-292,292
181,-284,284
182,-412,412
183,-300,300
184,-333,333
185,-347,347
186,-325,325
187,-283,283
188,-515,515
189,-459,459
190,-236,236
191,-342,342
192,-397,397
193,-361,361
194,-488,488
195,-445,445
196,-362,362
197,-260,260
198,-253,253
199,-519,519
200,-376,376
201,-411,411
202,-353,353
203,-355,355
204,-294,294
205,-489,489
206,-490,490
207,-416,416
208,-492,492
209,-401,401
210,-227,227
211,-199,199
212,-480,480
213,-305,305
214,-290,290
215,-317,317
216,-445,445
217,-405,405
218,-242,242
219,-302,302
220,-342,342
221,-267,267
222,-249,249
223,-291,291
224,-455,455
225,-267,267
226,-373,373
227,-416,416
228,-364,364
229,-254,254
230,-395,395
231,-478,478
232,-208,208
233,-387,387
234,-256,256
235,-361,361
236,-309,309
237,-312,312
238,-446,446
239,-315,315
240,-269,269
241,-342,342
242,-257,257
243,-263,263
244,-415,415
245,-392,392
246,-368,368
247,-275,275
248,-265,265
249,-394,394
250,-284,284
251,-515,515
252,-335,335
253,-257,257
254,-395,395
255,-362,362
256,-302,302
257,-324,324
258,-277,277
259,-357,357
260,-239,239
261,-232,232
262,-221,221
263,-297,297
264,-254,254
265,-368,368
266,-396,396
267,-276,276
268,-269,269
269,-366,366
270,-515,515
271,-358,358
272,-392,392
273,-369,369
274,-240,240
275,-420,420
276,-277,277
277,-372,372
278,-385,385
279,-417,417
280,-417,417
281,-297,297
282,-345,345
283,-394,394
284,-267,267
285,-262,262
286,-276,276
287,-399,399
288,-364,364
289,-290,290
290,-354,354
291,-360,360
292,-504,504
293,-299,299
294,-270,270
295,-373,373
296,-462,462
297,-339,339
298,-391,391
299,-354,354
300,-168,168
301,-330,330
302,-383,383
303,-355,355
304,-464,464
305,-199,199
306,-521,521
307,-251,251
308,-388,388
309,-295,295
310,-324,324
311,-402,402
312,-291,291
313,-485,485
314,-459,459
315,-416,416
316,-436,436
317,-381,381
318,-396,396
319,-456,456
320,-306,306
321,-263,263
322,-349,349
323,-242,242
324,-394,394
325,-272,272
326,-404,404
327,-205,205
328,-392,392
329,-468,468
330,-316,316
331,-266,266
332,-429,429
333,-479,479
334,-340,340
335,-385,385
336,-283,283
337,-241,241
338,-338,338
339,-222,222
340,-446,446
341,-394,394
342,-292,292
343,-316,316
344,-263,263
345,-269,269
346,-337,337
347,-278,278
348,-444,444
349,-187,187
350,-435,435
351,-419,419
352,-276,276
353,-443,443
354,-373,373
355,-312,312
356,-179,179
357,-542,542
358,-478,478
359,-233,233
360,-461,461
361,-347,347
362,-465,465
363,-423,423
364,-380,380
365,-369,369
366,-507,507
367,-432,432
368,-265,265
369,-349,349
370,-256,256
371,-441,441
372,-353,353
373,-355,355
374,-396,396
375,-379,379
376,-322,322
377,-353,353
378,-271,271
379,-444,444
380,-245,245
381,-424,424
382,-385,385
383,-409,409
384,-351,351
385,-519,519
386,-317,317
387,-476,476
388,-315,315
389,-345,345
390,-463,463
391,-362,362
392,-271,271
393,-316,316
394,-222,222
395,-346,346
396,-403,403
397,-353,353
398,-547,547
399,-406,406
400,-283,283
401,-338,338
402,-397,397
403,-422,422
404,-300,300
405,-280,280
406,-272,272
407,-397,397
408,-428,428
409,-272,272
410,-320,320
411,-321,321
412,-499,499
413,-359,359
414,-426,426
415,-235,235
416,-446,446
417,-384,384
418,-332,332
419,-412,412
420,-318,318
421,-257,257
422,-396,396
423,-334,334
424,-335,335
425,-375,375
426,-327,327
427,-319,319
428,-488,488
429,-403,403
430,-250,250
431,-233,233
432,-310,310
433,-405,405
434,-403,403
435,-286,286
436,-374,374
437,-340,340
438,-236,236
439,-359,359
440,-452,452
441,-378,378
442,-350,350
443,-305,305
444,-247,247
445,-263,263
446,-274,274
447,-374,374
448,-280,280
449,-311,311
450,-394,394
451,-205,205
452,-453,453
453,-257,257
454,-465,465
455,-284,284
456,-291,291
457,-260,260
458,-228,228
459,-307,307
460,-428,428
461,-364,364
462,-429,429
463,-265,265
464,-331,331
465,-212,212
466,-364,364
467,-259,259
468,-452,452
469,-210,210
470,-288,288
471,-249,249
472,-297,297
473,-341,341
474,-231,231
475,-276,276
476,-300,300
477,-219,219
478,-361,361
479,-306,306
480,-225,225
481,-462,462
482,-367,367
483,-281,281
484,-312,312
485,-237,237
486,-429,429
487,-297,297
488,-430,430
489,-369,369
490,-370,370
491,-407,407
492,-472,472
493,-407,407
494,-250,250
495,-361,361
496,-323,323
497,-382,382
498,-302,302
499,-452,452
